Abnormality of body height	HP:0000002
Bracket epiphyses of the phalanges of the hand	HP:0010229
Cone-shaped phalangeal epiphyses	HP:0010230
Phalangeal cone-shaped epiphyses	HP:0010230
Cone-shaped epiphyses of phalanges	HP:0010230
Cone-shaped epiphyses of hand	HP:0010230
Cone-shaped epiphyses of the phalanges of the hand	HP:0010230
Coned epiphyses of hands	HP:0010230
Coned epiphyses	HP:0010230
Conical phalangeal epiphyses	HP:0010230
Cone-shaped epiphyses of the fingers	HP:0010230
Cone-shaped end part of finger bones	HP:0010230
Enlarged phalangeal epiphyses	HP:0010231
Enlarged epiphyses of the fingers	HP:0010231
Enlarged epiphyses of the phalanges of the hand	HP:0010231
Enlarged end part of finger bones	HP:0010231
Fragmentation of end part of finger bones	HP:0010232
Fragmentation of the epiphyses of the phalanges of the hand	HP:0010232
Fragmentation of the epiphyses of the fingers	HP:0010232
Irregular epiphyses of the phalanges of the hand	HP:0010233
Irregular epiphyses of the fingers	HP:0010233
Irregular end part of finger bones	HP:0010233
Ivory epiphyses of the fingers	HP:0010234
Increased bone density of end part of the hand bones	HP:0010234
Ivory epiphyses of the phalanges of the hand	HP:0010234
Sclerotic ivory phalangeal epiphyses	HP:0010234
Pseudoepiphysis of the fingers	HP:0010235
Pseudoepiphyses of the phalanges of the hand	HP:0010235
Small epiphyses of the phalanges of the hand	HP:0010236
Small epiphyses of the fingers	HP:0010236
Small end part of finger bones	HP:0010236
Stippling of the epiphyses of the phalanges of the hand	HP:0010237
Epiphyseal stippling of finger phalanges	HP:0010237
Stippling of the epiphyses of the fingers	HP:0010237
Speckled calcifications in end part of finger bones	HP:0010237
Triangular end part of finger bones	HP:0010238
Delta-shaped epiphyses of the fingers	HP:0010238
Triangular epiphyses of the fingers	HP:0010238
Triangular epiphyses of the phalanges of the hand	HP:0010238
Aplasia of the middle phalanx of the hand	HP:0010239
Absent middle bones of hand	HP:0010239
Missing middle phalanges	HP:0010239
Absent middle phalanges	HP:0010239
Short proximal phalanx of finger	HP:0010241
Hypoplasia of the proximal phalanges of the hand	HP:0010241
Short proximal phalanges	HP:0010241
Short innermost finger bones	HP:0010241
Shortening in proximal phalanges	HP:0010241
Aplasia of the proximal phalanges of the hand	HP:0010242
Absent innermost bones	HP:0010242
Absent proximal phalanges	HP:0010242
Abnormality of the end part of the outermost bone of finger	HP:0010243
Abnormality of the epiphyses of the distal phalanx of finger	HP:0010243
Abnormality of the end part of the middle hand bones	HP:0010244
Abnormality of the epiphyses of the middle phalanges of the hand	HP:0010244
Abnormality of the end part of the innermost hand bones	HP:0010245
Abnormality of the epiphyses of the proximal phalanges of the hand	HP:0010245
Absent end part of the outermost hand bones	HP:0010246
Absent epiphyses of the distal phalanges of the hand	HP:0010246
Bracket shaped end part of the outermost hand bones	HP:0010247
Bracket epiphyses of the distal phalanges of the hand	HP:0010247
Cone-shaped epiphyses of the distal phalanges of the hand	HP:0010248
Cone-shaped end part of the outermost hand bones	HP:0010248
Enlarged epiphyses of the distal phalanges of the hand	HP:0010249
Enlarged end part of the outermost hand bones	HP:0010249
Fragmentation of the end part of the outermost hand bones	HP:0010250
Fragmentation of the epiphyses of the distal phalanges of the hand	HP:0010250
Irregular epiphyses of the distal phalanges of the hand	HP:0010251
Irregular end part of the outermost hand bones	HP:0010251
Increased bone density of end part of the outermost hand bones	HP:0010252
Ivory epiphyses of the distal phalanges of the hand	HP:0010252
Eburnated epiphyses of distal phalanges	HP:0010252
Pseudoepiphyses of the distal phalanges of the hand	HP:0010253
Small end part of the outermost hand bones	HP:0010254
Small epiphyses of the distal phalanges of the hand	HP:0010254
Speckled calcifications in the end part of the outermost hand bones	HP:0010255
Stippling of the epiphyses of the distal phalanges of the hand	HP:0010255
Triangular end part of the outermost hand bones	HP:0010256
Triangular epiphyses of the distal phalanges of the hand	HP:0010256
Absent epiphyses of the middle phalanges of the hand	HP:0010257
Absent end part of the middle hand bones	HP:0010257
Bracket shaped end part of the middle hand bones	HP:0010258
Bracket epiphyses of the middle phalanges of the hand	HP:0010258
Cone-shaped epiphyses of middle phalanges	HP:0010259
Cone-shaped epiphyses of the middle phalanges of the hand	HP:0010259
Cone-shaped end part of the middle hand bones	HP:0010259
Enlarged end part of the middle hand bones	HP:0010260
Enlarged epiphyses of the middle phalanges of the hand	HP:0010260
Fragmentation of the end part of the middle hand bones	HP:0010261
Fragmentation of the epiphyses of the middle phalanges of the hand	HP:0010261
Irregular epiphyses of the middle phalanges of the hand	HP:0010262
Irregular end part of middle hand bones	HP:0010262
Increased bone density of end part of the middle hand bones	HP:0010263
Ivory epiphyses of the middle phalanges of the hand	HP:0010263
Pseudoepiphyses of the middle phalanges of the hand	HP:0010264
Small end part of the middle hand bones	HP:0010265
Small epiphyses of the middle phalanges of the hand	HP:0010265
Speckled calcifications in the end part of the middle hand bones	HP:0010266
Stippling of the epiphyses of the middle phalanges of the hand	HP:0010266
Triangular end part of the middle hand bones	HP:0010267
Triangular epiphyses of the middle phalanges of the hand	HP:0010267
Absent epiphyses of the proximal phalanges of the hand	HP:0010268
Absent end part of the innermost hand bones	HP:0010268
Bracket epiphyses of the proximal phalanges of the hand	HP:0010269
Bracket shaped end part of the innermost hand bones	HP:0010269
Cone-shaped end part of the innermost hand bones	HP:0010270
Cone-shaped epiphyses of the proximal phalanges of the hand	HP:0010270
Enlarged end part of the innermost hand bones	HP:0010271
Enlarged epiphyses of the proximal phalanges of the hand	HP:0010271
Fragmentation of the end part of the innermost hand bones	HP:0010272
Fragmentation of the epiphyses of the proximal phalanges of the hand	HP:0010272
Irregular end part of the innermost hand bones	HP:0010273
Irregular epiphyses of the proximal phalanges of the hand	HP:0010273
Increased bone density of end part of the innermost hand bones	HP:0010274
Ivory epiphyses of the proximal phalanges of the hand	HP:0010274
Pseudoepiphyses of the proximal phalanges of the hand	HP:0010275
Small end part of the innermost hand bones	HP:0010276
Small epiphyses of the proximal phalanges of the hand	HP:0010276
Speckled calcifications in the end part of the innermost hand bones	HP:0010277
Stippling of the epiphyses of the proximal phalanges of the hand	HP:0010277
Triangular epiphyses of the proximal phalanges of the hand	HP:0010278
Triangular end part of the innermost hand bones	HP:0010278
Gingivostomatitis	HP:0010280
Inflammation of the mouth	HP:0010280
Stomatitis	HP:0010280
Lower labial cleft	HP:0010281
Cleft of the lower lip	HP:0010281
Cleft lower lip	HP:0010281
Decreased volume of lower lip	HP:0010282
Thin lower lip vermilion	HP:0010282
Decreased volume of lower lip vermilion	HP:0010282
Decreased height of lower lip vermilion	HP:0010282
Thin red part of the lower lip	HP:0010282
Thin vermilion border of lower lip	HP:0010282
Thin lower lip	HP:0010282
Dark color of gums	HP:0010284
Gingival melanin pigmentation	HP:0010284
Oral racial pigmentation	HP:0010284
Intra-oral hyperpigmentation	HP:0010284
Pigmented gums	HP:0010284
Hyperpigmentation of oral mucosa	HP:0010284
Gingival hyperpigmentation	HP:0010284
Oral mucosa melanin pigmentation	HP:0010284
Oral fibrous bands	HP:0010285
Synechiae of the mouth	HP:0010285
Oral synechia	HP:0010285
Salivary gland disease	HP:0010286
Abnormal salivary gland morphology	HP:0010286
Abnormality of the salivary glands	HP:0010286
Abnormality of the submaxillary glands	HP:0010287
Abnormality of the submandibular glands	HP:0010287
Abnormality of the sublingual glands	HP:0010288
Notch of gum ridge	HP:0010289
Cleft of gum ridge	HP:0010289
Alveolar ridge cleft	HP:0010289
Notch of alveolar process	HP:0010289
Cleft of alveolar ridge of maxilla	HP:0010289
Notch of alveolar ridge	HP:0010289
Cleft of alveolar process	HP:0010289
Short hard palate	HP:0010290
Hypoplastic palate	HP:0010290
Short palate	HP:0010290
Decreased length of hard palate	HP:0010290
Prominent palatine folds	HP:0010291
Large lateral palatal ridges	HP:0010291
Prominent palatine ridges	HP:0010291
Prominent lateral palatal folds	HP:0010291
Prominent lateral palatal ridges	HP:0010291
Large lateral palatal folds	HP:0010291
Missing uvula	HP:0010292
Absent palatine uvula	HP:0010292
Uvula aplasia	HP:0010292
Absent uvula	HP:0010292
Agenesis of uvula	HP:0010292
Congenital absence of uvula	HP:0010292
Aplasia/Hypoplasia of the uvula	HP:0010293
Aplasia/hypoplasia of palatine uvula	HP:0010293
Palatal perforation	HP:0010294
Palate fistula	HP:0010294
Palatal hole	HP:0010294
Hole in roof of mouth	HP:0010294
Lingual aplasia/hypoplasia	HP:0010295
Aplasia/Hypoplasia of the tongue	HP:0010295
Tongue tied	HP:0010296
Tongue tie	HP:0010296
Ankyloglossia	HP:0010296
Bifurcated tongue	HP:0010297
Split tongue	HP:0010297
Bifid tongue	HP:0010297
Forked tongue	HP:0010297
Snake tongue	HP:0010297
Cleft tongue	HP:0010297
Atrophy of lingual surface	HP:0010298
Smooth surface of tongue	HP:0010298
Atrophy of dorsum of tongue	HP:0010298
Atrophy of tongue surface	HP:0010298
Smooth lingual surface	HP:0010298
Smooth dorsum of tongue	HP:0010298
Smooth tongue	HP:0010298
Abnormality of dentine	HP:0010299
Abnormal dentin	HP:0010299
Abnormality of dentin	HP:0010299
Abnormally low-pitched voice	HP:0010300
Incomplete closure of the vertebral arch	HP:0010301
Spinal dysraphism	HP:0010301
Spinal tumors	HP:0010302
Spinal tumor	HP:0010302
Spinal cord tumor	HP:0010302
Tumor of the spinal cord	HP:0010302
Abnormality of the spinal meninges	HP:0010303
Abnormal spinal meningeal morphology	HP:0010303
Spinal meningeal diverticulum	HP:0010304
Absent sacrum	HP:0010305
Sacrococcygeal agenesis	HP:0010305
Sacral agenesis	HP:0010305
Absence of the sacrum	HP:0010305
Short thorax	HP:0010306
Shorter than typical length between neck and abdomen	HP:0010306
Stridor	HP:0010307
Noisy breathing	HP:0010307
Asternia	HP:0010308
Bifid sternum	HP:0010309
Sternal cleft	HP:0010309
Chylothorax	HP:0010310
Absent/small breasts	HP:0010311
Aplasia/Hypoplasia of the breasts	HP:0010311
Absent/underdeveloped breasts	HP:0010311
Asymmetry of the breasts	HP:0010312
Gigantomastia	HP:0010313
Macromastia	HP:0010313
Breast hypertrophy	HP:0010313
Hypertrophy of the breasts	HP:0010313
Premature breast development	HP:0010314
Premature thelarche	HP:0010314
Absent/underdeveloped diaprhagm	HP:0010315
Absent/small diaprhagm	HP:0010315
Aplasia/Hypoplasia of the diaphragm	HP:0010315
Ebstein's anomaly	HP:0010316
Ebstein's malformation	HP:0010316
Ebstein's anomaly of the tricuspid valve	HP:0010316
Ebstein anomaly of the tricuspid valve	HP:0010316
Scapular aplasia	HP:0010317
Absent scapula	HP:0010317
Absent shoulder blade	HP:0010317
Aplasia/Hypoplasia of the abdominal wall musculature	HP:0010318
Absent/underdeveloped abdominal wall muscles	HP:0010318
Absent/small abdominal wall muscles	HP:0010318
Abnormality of the 2nd toe	HP:0010319
Abnormality of the 3rd toe	HP:0010320
Abnormality of the 4th toe	HP:0010321
Abnormality of the 5th toe	HP:0010322
Abnormality of the pinkie toe	HP:0010322
Abnormality of the pinky toe	HP:0010322
Abnormality of the little toe	HP:0010322
Abnormality of the end part of the 2nd toe bone	HP:0010323
Abnormality of the epiphyses of the 2nd toe	HP:0010323
Abnormality of the 2nd toe bone	HP:0010324
Abnormality of phalanx of the 2nd toe	HP:0010324
Absent/small 2nd toe	HP:0010325
Aplasia/Hypoplasia of the 2nd toe	HP:0010325
Absent/underdeveloped 2nd toe	HP:0010325
Displacement of the 2nd toe	HP:0010326
Deviation of the 2nd toe	HP:0010326
Flexion contracture of the 2nd toe	HP:0010327
Joint contractures of the 2nd toe	HP:0010327
Polydactyly affecting the 2nd toe	HP:0010328
Abnormality of the epiphyses of the 3rd toe	HP:0010329
Abnormality of the end part of the 3rd toe bone	HP:0010329
Abnormality of the phalanges of the 3rd toe	HP:0010330
Abnormality of the bones of the 3rd toe	HP:0010330
Absent/hypoplastic third toe	HP:0010331
Absent/small 3rd toe	HP:0010331
Absent/underdeveloped 3rd toe	HP:0010331
Aplasia/Hypoplasia of the 3rd toe	HP:0010331
Deviation of the 3rd toe	HP:0010332
Displacement of the 3rd toe	HP:0010332
Joint contractures of the 3rd toe	HP:0010333
Flexion contracture of 3rd toe	HP:0010333
Polydactyly affecting the 3rd toe	HP:0010334
Abnormality of the epiphyses of the 4th toe	HP:0010335
Abnormality of the end part of the 4th toe bone	HP:0010335
Abnormality of the phalanges of the 4th toe	HP:0010336
Absent/small 4th toe	HP:0010337
Aplasia/Hypoplasia of the 4th toe	HP:0010337
Absent/underdeveloped 4th toe	HP:0010337
Displacement of the 4th toe	HP:0010338
Deviation of the 4th toe	HP:0010338
Joint contractures of the 4th toe	HP:0010339
Flexion contracture of the 4th toe	HP:0010339
Polydactyly affecting the 4th toe	HP:0010340
Abnormality of the epiphyses of the 5th toe	HP:0010341
Abnormality of the end part of the pinkie toe bone	HP:0010341
Abnormality of the end part of the little toe bone	HP:0010341
Abnormality of the end part of the pinky toe bone	HP:0010341
Abnormality of the little toe bones	HP:0010342
Abnormality of the pinky toe bones	HP:0010342
Abnormality of the pinkie toe bones	HP:0010342
Abnormality of the phalanges of the 5th toe	HP:0010342
Absent/small pinky toe	HP:0010343
Aplasia/Hypoplasia of the 5th toe	HP:0010343
Absent/small pinkie toe	HP:0010343
Absent/underdeveloped pinky toe	HP:0010343
Absent/small little toe	HP:0010343
Displacement of the pinkie toe	HP:0010344
Displacement of the pinky toe	HP:0010344
Deviation of the 5th toe	HP:0010344
Displacement of the 5th toe	HP:0010344
Displacement of the little toe	HP:0010344
Joint contractures of the 5th toe	HP:0010345
Flexion contracture of the 5th toe	HP:0010345
Absent/underdeveloped bones of 2nd toe	HP:0010347
Absent/small bones of 2nd toe	HP:0010347
Aplasia/Hypoplasia of the phalanges of the 2nd toe	HP:0010347
Broad phalanges of the 2nd toe	HP:0010348
Broad bones of the 2nd toe	HP:0010348
Bullet-shaped phalanges of the 2nd toe	HP:0010349
Bullet-shaped 2nd toe phalanx	HP:0010349
Bullet-shaped bones of the 2nd toe	HP:0010349
Curved bones of the 2nd toe	HP:0010350
Curved phalanges of the 2nd toe	HP:0010350
Curved 2nd toe phalanx	HP:0010350
Osteolytic defects of the phalanges of the 2nd toe	HP:0010351
Patchy sclerosis of 2nd toe phalanx	HP:0010352
Uneven increase in bone density in 2nd toe bone	HP:0010352
Patchy sclerosis of the phalanges of the 2nd toe	HP:0010352
Fused bones of 2nd toe	HP:0010353
Symphalangism affecting the phalanges of the 2nd toe	HP:0010353
Triangular shaped bone of second toe	HP:0010354
Triangular shaped phalanges of the 2nd toe	HP:0010354
Triangular shaped bone of 2nd toe	HP:0010354
Duplication of the bones of the 2nd toe	HP:0010355
Partial/complete duplication of the phalanges of the 2nd toe	HP:0010355
Duplication of the phalanges of the 2nd toe	HP:0010355
Abnormality of the outermost bone of the 2nd toe	HP:0010356
Abnormality of the distal phalanx of the 2nd toe	HP:0010356
Abnormality of the middle bone of the 2nd toe	HP:0010357
Abnormality of the middle phalanx of the 2nd toe	HP:0010357
Abnormality of the innermost bone of the 2nd toe	HP:0010358
Abnormality of the proximal phalanx of the 2nd toe	HP:0010358
Absent/underdeveloped bones of 3rd toe	HP:0010359
Absent/small bones of 3rd toe	HP:0010359
Aplasia/Hypoplasia of the phalanges of the 3rd toe	HP:0010359
Wide bones of 3rd toe	HP:0010360
Broad phalanges of the 3rd toe	HP:0010360
Bullet-shaped phalanges of the 3rd toe	HP:0010361
Bullet-shaped 3rd toe phalanx	HP:0010361
Bullet-shaped bones of 3rd toe	HP:0010361
Curved phalanges of the 3rd toe	HP:0010362
Curved bones of 3rd toe	HP:0010362
Curved 3rd toe phalanx	HP:0010362
Osteolytic defects of the phalanges of the 3rd toe	HP:0010363
Uneven increase in bone density in 3rd toe bone	HP:0010364
Patchy sclerosis of the phalanges of the 3rd toe	HP:0010364
Patchy sclerosis of 3rd toe phalanx	HP:0010364
Fused bones of 3rd toe	HP:0010365
Symphalangism affecting the phalanges of the 3rd toe	HP:0010365
Triangular shaped 3rd toe bones	HP:0010366
Triangular shaped phalanges of the 3rd toe	HP:0010366
Duplication of phalanx of the 3rd toe	HP:0010367
Duplication of phalanx of the third toe	HP:0010367
Duplication of 3rd toe bone	HP:0010367
Partial/complete duplication of the phalanges of the 3rd toe	HP:0010367
Abnormality of the outermost bone of the 3rd toe	HP:0010368
Abnormality of the distal phalanx of the 3rd toe	HP:0010368
Abnormality of the middle phalanx of the 3rd toe	HP:0010369
Abnormality of the middle bone of 3rd toe	HP:0010369
Abnormality of the innermost bone of 3rd toe	HP:0010370
Abnormality of the proximal phalanx of the 3rd toe	HP:0010370
Aplasia/Hypoplasia of the phalanges of the 4th toe	HP:0010371
Absent/underdeveloped bones of 4th toe	HP:0010371
Absent/small bones of 4th toe	HP:0010371
Broad bones of the 4th toe	HP:0010372
Broad phalanges of the 4th toe	HP:0010372
Bullet-shaped bones of the 4th toe	HP:0010373
Bullet-shaped 4th toe phalanx	HP:0010373
Bullet-shaped phalanges of the 4th toe	HP:0010373
Curved phalanges of the 4th toe	HP:0010374
Curved bones of 4th toe	HP:0010374
Curved 4th toe phalanx	HP:0010374
Osteolytic defects of the phalanges of the 4th toe	HP:0010375
Patchy sclerosis of the phalanges of the 4th toe	HP:0010376
Uneven increase in bone density in 4th toe bone	HP:0010376
Patchy sclerosis of 4th toe phalanx	HP:0010376
Symphalangism affecting the phalanges of the 4th toe	HP:0010377
Fused bones of 4th toe	HP:0010377
Triangular shaped bones of 4th toe	HP:0010378
Triangular shaped phalanges of the 4th toe	HP:0010378
Duplication of phalanx of the fourth toe	HP:0010379
Duplication of 4th toe bone	HP:0010379
Duplication of phalanx of the 4th toe	HP:0010379
Partial/complete duplication of the phalanges of the 4th toe	HP:0010379
Abnormality of the distal phalanx of the 4th toe	HP:0010380
Abnormality of the outermost 4th toe bone	HP:0010380
Abnormality of the middle phalanx of the 4th toe	HP:0010381
Abnormality of middle 4th toe bone	HP:0010381
Abnormal innermost 4th toe bone	HP:0010382
Abnormality of the proximal phalanx of the 4th toe	HP:0010382
Aplasia/Hypoplasia of the phalanges of the 5th toe	HP:0010383
Absent/small little toe bones	HP:0010383
Absent/small pinkie toe bones	HP:0010383
Absent/underdeveloped pinky toe bones	HP:0010383
Absent/small pinky toe bones	HP:0010383
Broad phalanges of the 5th toe	HP:0010384
Broad bones of the pinkie toe	HP:0010384
Broad bones of the little toe	HP:0010384
Broad bones of the pinky toe	HP:0010384
Bullet-shaped phalanges of the 5th toe	HP:0010385
Bullet-shaped bones of the pinkie toe	HP:0010385
Bullet-shaped bones of the pinky toe	HP:0010385
Bullet-shaped bones of the little toe	HP:0010385
Bullet-shaped 5th toe phalanx	HP:0010385
Curved pinkie toe bones	HP:0010386
Curved little toe bones	HP:0010386
Curved pinky toe bones	HP:0010386
Curved 5th toe phalanx	HP:0010386
Curved phalanges of the 5th toe	HP:0010386
Osteolytic defects of the phalanges of the 5th toe	HP:0010387
Patchy sclerosis of 5th toe phalanx	HP:0010388
Uneven increase in bone density in pinky toe bone	HP:0010388
Patchy sclerosis of the phalanges of the 5th toe	HP:0010388
Uneven increase in bone density in pinkie toe bone	HP:0010388
Uneven increase in bone density in little toe bone	HP:0010388
Fused bones in the pinkie toe	HP:0010389
Symphalangism affecting the phalanges of the 5th toe	HP:0010389
Fused bones in the little toe	HP:0010389
Fused bones in the pinky toe	HP:0010389
Triangular shaped phalanges of the 5th toe	HP:0010390
Triangular shaped little toe bone	HP:0010390
Triangular shaped pinky toe bone	HP:0010390
Triangular shaped pinkie toe bone	HP:0010390
Partial/complete duplication of the phalanges of the 5th toe	HP:0010391
Duplication of the phalanges of the 5th toe	HP:0010391
Duplication of the bones of the pinkie toe	HP:0010391
Duplication of the bones of the pinky toe	HP:0010391
Duplication of the phalanges of the fifth toe	HP:0010391
Duplication of the bones of the little toe	HP:0010391
Abnormality of the distal phalanx of the 5th toe	HP:0010392
Abnormality of the outermost bone of the little toe	HP:0010392
Abnormality of the outermost bone of the pinky toe	HP:0010392
Abnormality of the outermost bone of the pinkie toe	HP:0010392
Abnormality of the middle bone of the little toe	HP:0010393
Abnormality of the middle bone of the pinkie toe	HP:0010393
Abnormality of the middle phalanx of the 5th toe	HP:0010393
Abnormality of the middle bone of the pinky toe	HP:0010393
Abnormality of the innermost bone of the little toe	HP:0010394
Abnormality of the innermost bone of the pinkie toe	HP:0010394
Abnormality of the proximal phalanx of the 5th toe	HP:0010394
Abnormality of the innermost bone of the pinky toe	HP:0010394
Absent/small innermost 2nd toe bone	HP:0010395
Absent/underdeveloped innermost 2nd toe bone	HP:0010395
Aplasia/hypoplasia of the proximal phalanx of the 2nd toe	HP:0010395
Broad proximal phalanx of the 2nd toe	HP:0010396
Broad innermost bone of 2nd toe	HP:0010396
Bullet-shaped innermost bone of 2nd toe	HP:0010397
Bullet-shaped proximal phalanx of the 2nd toe	HP:0010397
Curved innermost bone of 2nd toe	HP:0010398
Curved proximal phalanx of the 2nd toe	HP:0010398
Osteolytic defects of the proximal phalanx of the 2nd toe	HP:0010399
Uneven increase in bone density in the innermost bone of the 2nd toe	HP:0010400
Patchy sclerosis of the proximal phalanx of the 2nd toe	HP:0010400
Fused innermost bone of the 2nd toe	HP:0010401
Symphalangism affecting the proximal phalanx of the 2nd toe	HP:0010401
Triangular shaped proximal phalanx of the 2nd toe	HP:0010402
Triangular shaped innermost 2nd toe bone	HP:0010402
Duplication of the proximal phalanx of the second toe	HP:0010403
Partial/complete duplication of the proximal phalanx of the 2nd toe	HP:0010403
Duplication of the proximal phalanx of the 2nd toe	HP:0010403
Duplication of innermost 2nd toe bone	HP:0010403
Aplasia/Hypoplasia of the middle phalanx of the 2nd toe	HP:0010404
Absent/small middle bone of 2nd toe	HP:0010404
Absent/underdeveloped middle bone of 2nd toe	HP:0010404
Broad middle bone of 2nd toe	HP:0010405
Broad middle phalanx of the 2nd toe	HP:0010405
Bullet-shaped middle bone of 2nd toe	HP:0010406
Bullet-shaped middle phalanx of the 2nd toe	HP:0010406
Curved middle bone of 2nd toe	HP:0010407
Curved middle phalanx of the 2nd toe	HP:0010407
Osteolytic defects of the middle phalanx of the 2nd toe	HP:0010408
Patchy sclerosis of the middle phalanx of the 2nd toe	HP:0010409
Uneven increase in bone density in the middle bone of the 2nd toe	HP:0010409
Fused middle bone of 2nd toe	HP:0010410
Symphalangism affecting the middle phalanx of the 2nd toe	HP:0010410
Triangular shaped middle bone of 2nd toe	HP:0010411
Triangular shaped middle phalanx of the 2nd toe	HP:0010411
Duplication of the middle phalanx of the 2nd toe	HP:0010412
Duplication of middle bone of 2nd toe	HP:0010412
Partial/complete duplication of the middle phalanx of the 2nd toe	HP:0010412
Absent/small outermost 2nd toe bone	HP:0010413
Aplasia/Hypoplasia of the distal phalanx of the 2nd toe	HP:0010413
Absent/underdeveloped outermost 2nd toe bone	HP:0010413
Broad outermost bone of the 2nd toe	HP:0010414
Broad distal phalanx of the 2nd toe	HP:0010414
Wide outermost bone of the 2nd toe	HP:0010414
Bullet-shaped outermost bone of the 2nd toe	HP:0010415
Bullet-shaped distal phalanx of the 2nd toe	HP:0010415
Curved distal phalanx of the 2nd toe	HP:0010416
Curved outermost bone of the 2nd toe	HP:0010416
Osteolytic defects of the distal phalanx of the 2nd toe	HP:0010417
Uneven increase in bone density in the outermost bone of the 2nd toe	HP:0010418
Patchy sclerosis of the distal phalanx of the 2nd toe	HP:0010418
Fused outermost bone of the 2nd toe	HP:0010419
Symphalangism affecting the distal phalanx of the 2nd toe	HP:0010419
Triangular shaped distal phalanx of the 2nd toe	HP:0010420
Triangular shaped outermost 2nd toe bone	HP:0010420
Duplication of the outermost bone of the 2nd toe	HP:0010421
Partial/complete duplication of the distal phalanx of the 2nd toe	HP:0010421
Duplication of the distal phalanx of the 2nd toe	HP:0010421
Complete duplication of the proximal phalanx of the 2nd toe	HP:0010422
Complete duplication of the innermost 2nd toe bone	HP:0010422
Complete duplication of the proximal phalanx of the second toe	HP:0010422
Partial duplication of the proximal phalanx of the second toe	HP:0010423
Partial duplication of the proximal phalanx of the 2nd toe	HP:0010423
Partial duplication of the innermost 2nd toe bone	HP:0010423
Complete duplication of the outermost bone of the 2nd toe	HP:0010424
Complete duplication of the distal phalanx of the 2nd toe	HP:0010424
Partial duplication of the distal phalanx of the 2nd toe	HP:0010425
Partial duplication of the outermost bone of the 2nd toe	HP:0010425
Complete duplication of the middle bone of the 2nd toe	HP:0010426
Complete duplication of the middle phalanx of the 2nd toe	HP:0010426
Partial duplication of the middle bone of the 2nd toe	HP:0010427
Partial duplication of the middle phalanx of the 2nd toe	HP:0010427
Partial duplication of 2nd toe bone	HP:0010428
Partial duplication of phalanx of the 2nd toe	HP:0010428
Complete duplication of the phalanges of the 2nd toe	HP:0010429
Complete duplication of the 2nd toe bones	HP:0010429
Absent 2nd toe bones	HP:0010430
Aplasia of the phalanges of the 2nd toe	HP:0010430
Hypoplastic/small phalanges of the 2nd toe	HP:0010431
Short phalanx of the second toe	HP:0010431
Short phalanx of the 2nd toe	HP:0010431
Short 2nd toe bone	HP:0010431
Aplasia of the distal phalanx of the 2nd toe	HP:0010432
Absent distal phalanx of the second toe	HP:0010432
Absent outermost bone of the 2nd toe	HP:0010432
Absent distal phalanx of the 2nd toe	HP:0010432
Hypoplastic/small distal phalanx of the 2nd toe	HP:0010433
Short distal phalanx of the second toe	HP:0010433
Short outermost bone of the 2nd toe	HP:0010433
Short distal phalanx of the 2nd toe	HP:0010433
Aplasia of the middle phalanx of the 2nd toe	HP:0010434
Absent middle bone of 2nd toe	HP:0010434
Short middle phalanx of the second toe	HP:0010435
Hypoplastic/small middle phalanx of the 2nd toe	HP:0010435
Short middle phalanx of the 2nd toe	HP:0010435
Short middle 2nd toe bone	HP:0010435
Absent innermost 2nd toe bone	HP:0010436
Aplasia of the proximal phalanx of the 2nd toe	HP:0010436
Short innermost 2nd toe bone	HP:0010437
Short proximal phalanx of the second toe	HP:0010437
Hypoplastic/small proximal phalanx of the 2nd toe	HP:0010437
Short proximal phalanx of the 2nd toe	HP:0010437
Abnormal ventricular septum morphology	HP:0010438
Abnormal interventricular septum morphology	HP:0010438
Ventricular septum abnormality	HP:0010438
Abnormality of the ventricular septum	HP:0010438
Ectopic accesory toe-like appendage	HP:0010440
Ectopic accessory finger-like appendage	HP:0010441
More than five fingers or toes on hands or feet	HP:0010442
Polydactyly	HP:0010442
Notched thighbone	HP:0010443
Split thighbone	HP:0010443
Bifid femur	HP:0010443
Pulmonary insufficiency	HP:0010444
Puolmonary valve insufficiency	HP:0010444
Pulmonary incompetence	HP:0010444
Atrial septal defect, primum type	HP:0010445
Primum atrioventricular canal defect	HP:0010445
Ostium primum atrial septal defect	HP:0010445
Primum atrial septal defect	HP:0010445
Septum primum defect	HP:0010445
Tricuspid stenosis	HP:0010446
Fistula in ano	HP:0010447
Anal fistula	HP:0010447
Atresia of the large intestine	HP:0010448
Colonic atresia	HP:0010448
Large intestinal atresia	HP:0010448
Esophageal stenosis	HP:0010450
Narrowing of the esophagus	HP:0010450
Aplasia/Hypoplasia of the spleen	HP:0010451
Absent/small spleen	HP:0010451
Absent/underdeveloped spleen	HP:0010451
Abnormal spleen location	HP:0010452
Ectopic spleen	HP:0010452
Ectopia of the spleen	HP:0010452
Pelvic asymmetry	HP:0010453
Asymmetric pelvis	HP:0010453
Pelvic bone asymmetry	HP:0010453
Acetabular spurs	HP:0010454
Steep acetabular roof	HP:0010455
Abnormality of the greater sacrosciatic notch	HP:0010456
Abnormality of greater sciatic notch	HP:0010456
Widening of the sacrosciatic notch	HP:0010457
Female pseudohermaphroditism	HP:0010458
Testicular and ovarian tissue present	HP:0010459
True hermaphroditism	HP:0010459
Abnormality of the female genitalia	HP:0010460
Abnormality of the male genitalia	HP:0010461
Abnormal male genitals	HP:0010461
