Abnormality of body height	HP:0000002
Increased level of anti-drug IgE antibody	None
Increased anti-drug IgE antibody level	None
Impaired activated T cell proliferation	None
Impaired cellular adaptive immune response	None
Reduced antigen-specific T cell proliferation	None
Antigen-specific T cell proliferation defect	None
Impaired Ag-specific T cell proliferation	None
Abnormal activity of mitochondrial respiratory chain	None
Abnormal chromosome morphology	None
Increased circulating IgG2 level	None
Increased anti-food allergen IgE antibody level	None
Increased level of anti-food allergen IgE antibody	None
Abnormal oocyte morphology	None
Increased circulating IgG subtype	None
Hyperglobulinemia	None
Hypergammaglobulinaemia	None
Elevated immunoglobulin levels	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased antibody level in blood	None
Increased serum gamma globulin	None
Increased immunoglobulin level	None
Hypergammaglobulinemia	None
Decreased CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Poor CD25 upregulation upon TCR activation	None
Abnormal zona pellucida morphology	None
Decreased lymphocyte proliferation in response to anti-CD3	None
Short telomere length	None
Cardiomyocyte hypertrophy	None
Myocyte cellular hypertrophy	None
Abnormal flow cytometry test rest	None
Specific pneumococcal antibody deficiency	None
Abnormal iron deposition in mitochondria	None
Abnormality of redox activity	None
Cellular metachromasia	None
Abnormal IgG level	None
Defective B cell differentiation	None
Increased activity of mitochondrial respiratory chain	None
Pineocytomatous rosette	None
Neurocytic rosette	None
Increased anti-dairy protein IgE antibody level	None
Increased anti-dairy IgE antibody level	None
Defective B cell activation	None
Polyclonal elevation of circulating IgE	None
Decreased immunoglobulin level	None
Reduced immunoglobulin levels	None
Decreased antibody level in blood	None
Immunoglobulin deficiency	None
Hypogammaglobulinemia	None
Decreased serum immunoglobulin	None
Prolonged G2 phase of cell cycle	None
Monoclonal elevation of IgG kappa chain	None
Increased hepatitis C virus antibody level	None
Elevated intracellular cystine	None
Abnormal mitochondrial number	None
Decreased IgM level	None
IgM deficiency	None
Decreased IgM	None
Reduced IgM levels	None
Decreased circulating total IgM	None
Cellular hypersensitivity to mitomycin C	None
Cellular hypersensitivity to diepoxybutane	None
Decreased mitochondrial number	None
Lack of T cell function	None
Absent cellular immunity	None
Intranuclear cardiomyocyte mitochondria	None
Increased anti-parasite IgE antibody level	None
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Abnormal cadiomyocyte dystrophin staining	None
Increased anti-animal dander IgE antibody level	None
Increased level of anti-dander IgE antibody	None
Light-chain paraproteinemia	None
Monoclonal elevation of IgG	None
Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Zebra bodies	None
Cardiomyocyte inclusion bodies	None
Abnormal cardiomyocyte plakoglobin staining	None
Reduced granulocyte CD55 level	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
IgM heavy chain paraproteinemia	None
Decreased expression of GPI-anchored proteins on the cell surface	None
Specific antibody deficiency	None
Decreased circulating level of specific antibody	None
Decreased specific antibody in blood	None
Reduced granulocyte CD59 level	None
Impaired T cell function	None
T-cell dysfunction	None
Panhypogammaglobulinemia	None
Panypogammaglobulinemia	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Abnormal IgM level	None
Flexner-Wintersteiner rosette	None
Transient decreased circulating total IgG	None
Heavy-chain paraproteinemia	None
Decreased natural antibody to blood group agents	None
Reduced isohemagglutinin level	None
Abnormal CD69 upregulation upon TCR activation	None
Abnormality of DNA repair	None
Increased circulating total IgE level	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Elevated serum IgE	None
Abnormal buccal mucosa cell morphology	None
3-Methylglutaconic aciduria	None
3-Methylglutaconicaciduria	None
Monoclonal elevation of IgG heavy chain	None
Abnormal lysosomal morphology	None
'Fingerprint profiles' ultrastructurally in cells	None
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	None
Fingerprint profiles ultrastructurally	None
Increased anti-plant product IgE antibody level	None
IgD hypergammaglobulinemia	None
Increased circulating IgD level	None
Increased serum IgD	None
Elevated serum IgD	None
Increased IgD level	None
Increased levels of IgD	None
Elevated IgD	None
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Curvilinear profiles ultrastructurally	None
'Curvilinear profiles' ultrastructurally in cells	None
Intracellular curvilinear profiles on ultrastructural analysis	None
'curvilinear profiles' ultrastructurally	None
Absent natural antibody to blood group agents	None
Absent isohemagglutinin level	None
Granular osmiophilic deposits (GROD) in cells	None
Low levels of immunoglobulin A	None
Decreased immunoglobulin A	None
Decreased circulating IgA level	None
Reduced IgA levels	None
Gamma-A globulin deficiency	None
Decreased IgA	None
IgA deficiency	None
Increased anti-nut food product IgE antibody level	None
Newborn gammaglobulin deficiency	None
Transient hypogammaglobulinemia of infancy	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Reduced granulocyte CD18 level	None
Abnormal natural killer cell physiology	None
Defective interstrand cross-link repair	None
Increased rate of premature chromosome condensation	None
Decreased activity of the pyruvate dehydrogenase complex	None
Pyruvate dehydrogenase complex deficiency	None
Decreased activity of the PDH complex	None
Increased lymphocyte apoptosis	None
Decreased activity of 3-hydroxyacyl-CoA dehydrogenase	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
Mitochondrial depletion	None
Decreased mitochondrial malic enzyme	None
Mitochondrial malic enzyme reduced	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Monoclonal immunoglobulin M proteinemia	None
Waldenstrom macroglobulinemia	None
Oligoclonal elevation of circulating IgM	None
Endopolyploidy on chromosome studies of bone marrow	None
Increased anti-meat allergen IgE antibody level	None
Abnormal cell proliferation	None
Reduced B cell function	None
Abnormality of B cell physiology	None
Reduced granulocyte surface marker level	None
Abnormality of the cell cycle	None
Reduced natural killer cell activity	None
Cardiomyocyte degeneration	None
Decreased CD69 upregulation upon TCR activation	None
Defective T cell proliferation	None
Abnormal cardiomyocyte connexin43 staining	None
Complete or near-complete absence of specific antibody response to tetanus vaccine	None
Absent Birbeck granules in Langerhans cells	None
Abnormality of lysosomal metabolism	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Profound depletion of T4+ lymphocytes	None
Decreased T cell activation	None
Decreased T lymphocyte activation	None
Decreased T-lymphocyte activation	None
Defective T cell activation	None
Decreased T-cell activation	None
Intracellular accumulation of autofluorescent lipopigment storage material	None
Abnormal cellular phenotype	None
Increased level of anti-seafood IgE antibody	None
Increased anti-seafood IgE antibody level	None
Abnormal mitochondria in muscle tissue	None
Abnormal mitochondria in muscle	None
Abnormal lymphocyte apoptosis	None
Abnormality of cell physiology	None
Abnormal cellular physiology	None
Reduced fibroblast CD16 level	None
Abnormal Langerhans cell morphology	None
Increased IgG level	None
Increased levels of IgG	None
Increased total IgG in blood	None
Increased circulating IgG level	None
Mitochondrial swelling	None
Monoclonal elevation of intact IgG	None
Abnormality of glycosaminoglycan metabolism	None
Oligoclonal elevation of circulating IgE	None
Abnormal cell morphology	None
Polyclonal elevation of circulating IgG	None
Agammaglobulinaemia	None
Agammaglobulinemia	None
Increased anti-venom IgE antibody level	None
Abnormal IgA level	None
Abnormal lymphocyte proliferation	None
Decreased lymphocyte apoptosis	None
Defective lymphocyte apoptosis	None
Abnormal immunoglobulin concentration	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal serum level of immunoglobulin	None
Perivascular pseudorosette	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Radiation-induced chromosome instability	None
Decreased IgD	None
Decreased circulating total IgD	None
IgD deficiency	None
Decreased activity of mitochondrial respiratory complexes	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory chain	None
Respiratory complex IV deficiency	None
Decreased activity of mitochondrial complex IV	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Abnormal cardiomyocyte mitochondrial morphology	None
Abnormal CD25 upregulation upon TCR activation	None
Decreased circulating total IgG	None
Elevated IgA	None
Increased serum IgA	None
Increased levels of IgA	None
Elevated serum IgA	None
IgA hypergammaglobulinemia	None
Increased circulating IgA level	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Monoclonal elevation of circulating IgA	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Decreased specific antibody response to protein vaccine	None
Decreased circulating IgG subclass level	None
Thin zona pellucida	None
Acid phosphatase elevated	None
Elevated serum acid phosphatase	None
Abnormality of chromosome stability	None
Impaired B-lymphocyte isotype switching	None
Impaired Ig class switch recombination	None
High frequency of chromosome breaks in lymphocytes	None
Chromosome breakage	None
Multiple chromosomal breaks	None
Increased chromosomal breakage	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage rate	None
Abnormal telomere morphology	None
Impaired memory B cell generation	None
Aortic valve regurgitation	None
Aortic insufficiency	None
Aortic regurgitation	None
Increased pulmonary vascular resistance	None
Mobitz type 2 atrioventricular block	None
Mobitz II atrioventricular block	None
Right-sided heart failure	None
Right ventricular failure	None
Right ventricular impairment	None
Impaired right ventricular function	None
Extracranial internal carotid artery dissection	None
Giant Eustachian valve	None
Enlarged Eustachian valve	None
Enlarged inferior vena cava valve	None
Ectopic spleen	None
Ectopia of the spleen	None
Abnormal spleen location	None
Increased density of left ventricular trabeculae	None
Abnormality of the thymus	None
Thymic hypoplasia	None
Impaired myocardial contractility	None
Arterial intimal fibrosis	None
Intimal fibrosis	None
Neoplasm of the heart	None
Cardiac neoplasm	None
Heart tumor	None
Cardiac neoplasia	None
Abnormal coronary artery morphology	None
Type III atherosclerotic lesion	None
Abnormal pulmonary valve cusp morphology	None
Arteriosclerosis	None
Hardened artery wall	None
Abnormal spatial orientation of the cardiac segments	None
Pulmonary artery aneurysm	None
Noncompaction of the ventricular myocardium	None
Spongiform cardiomyopathy	None
Noncompaction cardiomyopathy	None
Calcifications of the cardiac valves	None
Cardiac valve calcification	None
Diffuse alveolar haemorrhage	None
Diffuse alveolar hemorrhage	None
Cervical aortic arch	None
Intrathoracic cystic hygroma	None
Thoracic cystic lymphangioma	None
Mediastinal cystic lymphangioma	None
Retinal telangiectasia	None
Renal artery duplication	None
Accessory renal artery	None
Double renal artery	None
Double inlet to single ventricle with common atrioventricular orifice	None
Common carotid artery dissection	None
Mitral valve prolapse	None
Capillary hemangioma	None
Strawberry birthmark	None
Heart defect	None
Abnormality of cardiovascular system morphology	None
Cardiovascular malformations	None
Enlarged coronary sinus	None
Coronary sinus dilatation	None
Coronary sinus enlargement	None
Midface capillary hemangioma	None
Midfacial capillary hemangioma	None
Arterial disease of legs	None
Peripheral artery occlusive disease	None
Occlusive arterial disease	None
Peripheral artery disease	None
Occlusive vascular disease	None
Peripheral arterial stenosis	None
Peripheral vascular disease	None
Atrioventricular re-entry tachycardia	None
Supraventricular tachycardia with an accessory connection mediated pathway	None
Foveal hemorrhage	None
Foveal haemorrhage	None
Lymphangioma of the orbit	None
Atrial situs ambiguous	None
Atrial heterotaxy	None
Atrial situs ambiguus	None
Ductus arteriosus aneurysm	None
Dilatation of the ductus arteriosus	None
Congenital ductus arteriosus aneurysm	None
Pulmonary lymphangiectasis	None
Pulmonary lymphangiectasia	None
Pulmonary arterial atherosclerosis	None
Intraretinal hemorrhage	None
Absent atrioventricular node	None
Fusiform aortic arch aneurysm	None
Antenatal intracerebral hemorrhage	None
Arachnoid hemangiomatosis	None
Aorto-ventricular tunnel	None
Abnormal ST segment	None
Budd-Chiari syndrome	None
Increased aortic stiffness	None
Aortic stiffness	None
Abnormal location of heart atrium	None
Abnormal atrial arrangement	None
L-transposition	None
Congenitally corrected transposition of the great arteries	None
Ventricular inversion	None
Thymic hormone decreased	None
Decreased thymic hormone	None
Generalized arterial calcification	None
Infra-aortic superior vena cava	None
Anomalous origin of right coronary artery from the pulmonary artery	None
Caput medusae	None
Palm tree sign	None
Dilatation of the tricuspid annulus	None
Muscular cardiac diverticulum	None
Splenic cyst	None
Cyst on spleen	None
situs oppositus	None
Situs inversus totalis	None
All organs on wrong side of body	None
Situs inversus	None
situs transversus	None
Low-to-normal blood pressure	None
Low-to-normal BP	None
Telangiectasia macularis eruptiva perstans	None
Hypertensive crisis	None
Shortened PR interval on EKG	None
Electrocardiographic short PR interval	None
Shortened PR interval	None
Short P-R interval	None
Hole in heart wall separating two lower heart chambers	None
Ventriculoseptal defect	None
Ventricular septal defect	None
Ventricular septal defects	None
Aortic elastic fiber disorganization	None
Congenital hypertrophy of left ventricle	None
Membranous supravalvular mitral stenosis	None
Supramitral ring	None
Supravalvular mitral ring	None
Aortic laminar medial collapse	None
Macular telangiectasia	None
Parafoveal telangiectasia	None
Juxtafoveal telangiectasia	None
Apical hypertrophic cardiomyopathy	None
Monomorphic ventricular tachycardia	None
Basilar artery calcification	None
Abnormality of external jugular vein	None
Double inlet to single ventricle with two atrioventricular valves	None
Saccular aortic arch aneurysm	None
Patent ductus arteriosus after premature birth	None
Intracranial internal carotid artery dissection	None
Subarachnoid haemorrhage	None
Subarachnoid hemorrhage	None
Abnormality of the cerebral vasculature	None
Abnormality of the cerebral blood vessels	None
Calcification of the small brain vessels	None
Melena	None
Black feces	None
Tricuspid valve regurgitation	None
Tricuspid insufficiency	None
Tricuspid regurgitation	None
Flat purpura	None
Macular purpura	None
Cerebral venous angioma	None
Developmental Venous Anomaly	None
Swollen lymph nodes in the neck	None
Cervical lymphadenopathy	None
Bidirectional ventricular ectopy	None
Vasovagal syncope	None
Reflex syncope	None
Situational syncope	None
Neurocardiogenic syncope	None
Abnormal cardiac biomarker test	None
Dilatation of the mitral annulus	None
Increased QRS voltage	None
Underdeveloped left heart atrium	None
Hypoplastic left atrium	None
Left atrium hypoplasia	None
Abnormal tricuspid valve physiology	None
Persistent patent ductus venosus	None
Abnormal cardiac ventricular function	None
Hepatojugular reflux	None
Underdeveloped aortic arch	None
Hypoplastic aortic arch	None
Aortic arch hypoplasia	None
Bilateral superior vena cava with bridging vein	None
Disease of the heart muscle	None
Cardiomyopathy	None
Serous pericardial effusion	None
Absent coronary sinus	None
Systolic heart murmur	None
Tortuous retinal vessels	None
Retinal vascular tortuosity	None
Pericardial constriction	None
Cardiac hemangioma	None
Vascular abnormalities	None
Abnormality of blood vessels	None
Abnormality of the vasculature	None
Abnormal posterior circulating artery morphology	None
Abnormality of inferior alveolar artery	None
Right aortic arch with left descending aorta and left ductus arteriosus	None
Carotid artery tortuosity	None
Tortuous carotid arteries	None
Abnormality of greater palatine artery	None
Abnormal greater palatine artery morphology	None
Reduced systolic function	None
Interrupted aortic arch, type b	None
Interrupted aortic arch type B	None
Adenoid hypertrophy	None
Increased size of nasopharyngeal adenoids	None
Adenoids large	None
Abnormality of the coronary sinus	None
Abnormal coronary sinus morphology	None
Abnormality of the left ventricular outflow tract	None
Abnormal left ventricular outflow tract morphology	None
Libman-Sacks lesions	None
Abnormal atrioventricular connection	None
Atrial septal dilatation	None
Atrial septal aneurysm	None
Anomalous branches of internal carotid artery	None
Joint haemorrhage	None
Joint hemorrhage	None
Hemarthrosis	None
Bleeding within a joint	None
Hemarthroses	None
Spontaneous joint hemorrhage	None
Vasculitis in the skin	None
Cutaneous vasculitis	None
Cerebrovascular ischemia	None
Brain ischemia	None
Cerebral ischemia	None
Disruption of blood oxygen supply to brain	None
Lower extremity peripheral artery calcification	None
Lower extremity peripheral arterial calcification	None
Torsades de pointes	None
Torsade de pointes	None
Dilated left subclavian artery	None
Abnormality of neck blood vessel	None
Abnormality of the cervical vasculature	None
Abnormality of blood vessel of neck	None
Abnormality of the vasculature of the neck	None
Abnormality of the cervical blood vessels	None
Endocardial fibroelastosis	None
Ascending aortic dissection	None
Type A aortic dissection	None
Inflammation of tonsils	None
Tonsillitis	None
Complete left sided absence of pericardium	None
Absent lining around of left side of heart	None
Obstructive shock	None
Thymic hypoplasia or aplasia	None
Absent/small thymus	None
Absent/underdeveloped thymus	None
Aplasia/Hypoplasia of the thymus	None
DORV with subaortic VSD without pulmonary stenosis	None
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis	None
Right aortic arch with mirror image branching	None
Abnormal capillary morphology	None
Absent left sided atrioventricular connection	None
Abnormality of the vasculature of the conjunctiva	None
Abnormal morphology of the conjunctiva vasculature	None
Abnormal vasculature of the conjunctiva morphology	None
Abnormal morphology of the conjunctival vasculature	None
Abnormality of the aorta	None
Abnormal aorta morphology	None
Abnormal aortic morphology	None
Arterial tortuosity	None
Left ventricular noncompaction	None
Underdeveloped lymphatic vessels	None
Hypoplasia of lymphatic vessels	None
Aneurysmal dilatation	None
Wider than typical opening or gap	None
Aneurysm	None
Dilatation	None
Aneurysms	None
Aneurysmal disease	None
Postductal coarctation of the aorta	None
Postductal aortic coarctation	None
Paroxysmal tachycardia	None
Femoral arterial calcification	None
Butterfly facial telangiectasia	None
Facial telangiectasia in butterfly midface distribution	None
Coated aorta	None
Right aortic arch with aberrant left subclavian artery	None
Right aortic arch with anomalous left subclavian artery	None
Right aortic arch with retroesophageal left subclavian artery	None
Supracardiac total anomalous pulmonary venous connection	None
Type 1 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, supracardiac	None
Esophageal hemangioma	None
Disorder of carotid artery	None
Abnormality of external carotid artery	None
Abnormality of carotid artery	None
Separate origin of the left anterior descending and left circumflex artery	None
Pulmonary artery atresia	None
Pulmonary atresia	None
Arterial stenosis	None
Narrowing of an artery	None
Arterial dissection	None
Small internal carotid artery	None
Aplasia of internal carotid artery	None
Hypotrophic internal carotid artery	None
Decreased size of internal carotid artery	None
Deficiency of internal carotid artery	None
Internal carotid artery hypoplasia	None
Supraventricular tachycardia with a manifest accessory pathway on the septum	None
Atrioventricular dissociation	None
Left anterior hemiblock	None
Left anterior fascicular block	None
Round retinal heme	None
Dot-and-blot retinal hemorrhage	None
Dot-and-blot retinal haemorrhage	None
Aortic valve atresia	None
Aortic atresia	None
Reduced ejection fraction	None
Short chordae tendineae of the tricuspid valve	None
Perineal hemangioma	None
Left superior vena cava draining directly to the left atrium	None
Abnormal mitral valve physiology	None
Telangiectases of the cheeks	None
Telangiectasia on the cheeks	None
Chronic noninfectious lymphadenopathy	None
Coarctation of abdominal aorta	None
Persistent ductus arteriosus	None
Patent ductus arteriosus	None
Persistent arterial duct	None
Ductus arteriosus	None
Middle cerebral artery stenosis	None
Abnormal QRS complex	None
Arterial hypotension	None
Hypotension	None
Low blood pressure	None
Abnormal S wave	None
Dilatation of the descending thoracic aorta	None
Descending thoracic aorta aneurysm	None
Double outlet left ventricle	None
Abnormality of the spleen	None
Telangiectases producing 'marbled' skin	None
Ventricular hypertrophy	None
Fascicular left ventricular tachycardia	None
Hypertrophy of the pulmonary artery wall	None
Pulmonary arterial medial hypertrophy	None
ASD	None
Atrial septum defect	None
Atrial septal defect	None
An opening in the wall separating the top two chambers of the heart	None
Defect in the atrial septum	None
Atria septal defect	None
Hole in heart wall separating two upper heart chambers	None
Redness of skin or mucous membrane	None
Erythema	None
Abnormality of internal jugular vein	None
Anomalous origin of one pulmonary artery from ascending aorta	None
Hemitruncus	None
Sub-ILM hemorrhage	None
Sub-inner limiting membrane hemorrhage	None
Sub-inner limiting membrane haemorrhage	None
Sub-ILM haemorrhage	None
Complete heart block	None
Third degree atrioventricular block	None
Third-degree heart block	None
Kommerell diverticulum	None
Left aortic arch with retroesophageal diverticulum of Kommerell	None
Tetralogy of Fallot with atrioventricular canal defect	None
Takotsubo cardiomyopathy	None
Broken-heart syndrome	None
Retinal microaneurysm	None
Type 4 ventricular septal defect	None
Muscular ventricular septal defect	None
Ventricular septal defect, muscular	None
Intermediate atrioventricular canal defect	None
Intermediate atrioventricular septal defect	None
Aortic arch calcification	None
Congenital malformation of the great arteries	None
Intralamellar mucoid extracellular matrix accumulation	None
Pulmonary arteriovenous malformation	None
Pulmonary av malformation	None
Abnormality of the common carotid artery	None
Abnormal common carotid artery morphology	None
Mini stroke	None
TIA	None
Transient ischemic attacks	None
Transient ischemic attack	None
Short sperm flagella	None
Foamy urine	None
Frothy urine	None
Orange urine	None
Elevated urine glycolate	None
Complex organic aciduria	None
Anoperineal fistula	None
Congenital macroorchidism	None
Penile freckling	None
Dibasicaminoaciduria	None
Vertical vaginal septum	None
Longitudinal vaginal septum	None
Primary testicular failure	None
Kidney damage	None
Kidney disease	None
Nephropathy	None
4-Hydroxyphenylacetic aciduria	None
Leydig cell neoplasia	None
Increased urinary transitional epithelial cell count	None
Abnormal localization of kidney	None
Abnormal localisation of kidneys	None
Moderate proteinuria	None
Endocapillary hypercellularity	None
Medullary nephrocalcinosis	None
Decreased activity of gonads	None
Hypogonadism	None
Increased urinary porphobilinogen	None
Male pseudohermaphroditism	None
Renal tubular necrosis	None
Acute tubular necrosis	None
Glomerular nephritis	None
Glomerulonephritis	None
Aplasia/Hypoplasia of the ovary	None
Absent/small ovary	None
Absent/underdeveloped ovary	None
Perinephritis	None
Congenital megaureter	None
Congenital megaloureter	None
Choriocarcinoma	None
Abnormality of male external genitalia	None
Chondroitin sulfate excretion in urine	None
Neoplasm of the male external genitalia	None
Neoplasia of the male external genitalia	None
Germinoma	None
Fibrotic testicle	None
Fibrotic testes	None
Testicular fibrosis	None
Increased urinary galactosylated oligosaccharide	None
Increased concentration of galactosylated oligosaccharides in urine	None
Thickening of kidney artiries	None
Nephrosclerosis	None
Scarring of kidney arteries	None
Uroureter	None
Swelling of ureter	None
Megaureter	None
Hydroureter	None
Ureteral dilatation	None
Cloacal abnormality	None
Heparan sulfate excretion in urine	None
Mild proteinuria	None
Kidney chloride wasting	None
Renal Cl- wasting	None
Renal Cl wasting	None
Renal chloride wasting	None
Urinary tract neoplasia	None
Urinary tract neoplasm	None
Abnormal external genitalia	None
Waxy casts	None
Vaginal hydrocele	None
Aplasia of the upper vagina	None
Absent upper vagina	None
Anteriorly displaced urethral meatus	None
Parathormone-independent increased renal tubular calcium reabsorption	None
Parathormone-independent increased renal tubular Ca2+ reabsorption	None
Parathormone-independent increased renal tubular Ca reabsorption	None
Vaginal neoplasm	None
Vaginal tumor	None
Vaginal neoplasia	None
Stage 4 chronic kidney disease	None
Stage 1 chronic kidney disease	None
Genital ulcers	None
Bartholin gland carcinoma	None
Perineal fistula	None
Hydroxyprolinuria	None
Elevated urinary hydroxyproline	None
Bulbar urethral stricture	None
Increased urinary excretion of galactosyl hydroxylysine	None
Testicular adrenal rest tumor	None
Overgrowth of external genitalia	None
High urine prostaglandin levels	None
Hyperprostaglandinuria	None
Alpha-aminoadipic aciduria	None
2-aminoadipic aciduria	None
Kidney fibrosis	None
Renal fibrosis	None
High urine oxalate levels	None
Increased level of oxalate in urine	None
Hyperoxaluria	None
Duplicated clitoris	None
Retractile testicle	None
Retractile testis	None
Bladder carcinoma	None
Dicarboxylic aciduria	None
Testicular mass	None
Clear cell carcinoma of cervix	None
Cervical clear cell adenocarcinoma	None
Protein in urine	None
Proteinuria	None
High urine protein levels	None
Too much calcium deposited in kidneys	None
Increased calcium level in kidney	None
Nephrocalcinosis	None
Renal dysplasia	None
Dysplastic kidneys	None
Renal adysplasia	None
Abnormal urinary odour	None
Abnormal urinary odor	None
Abnormal urine smell	None
Impaired reabsorption of Cl-	None
Impaired reabsorption of Cl	None
Impaired reabsorption of chloride	None
Cholesterol crystalluria	None
Cystocele	None
Bladder hernia	None
Bladder prolapse	None
Prolapsed bladder	None
Dropped bladder	None
Decreased fertility in females	None
Reduced fertility in females	None
Low urine chloride levels	None
Hypochloriduria	None
Decreased urinary chloride	None
Uric acid stones	None
Uric acid nephrolithiasis	None
Uric acid urolithiasis	None
Abnormal uterus morphology	None
Intralobar nephrogenic rest	None
Nephroblastomatosis	None
Renal insufficiency, progressive	None
Loss of renal function	None
Renal failure, progressive	None
Chronic kidney disease	None
Progressive renal insufficiency	None
Progressive renal failure	None
Prominent prostate median bar	None
Rudimentary vagina	None
Hypoplastic vagina	None
Underdeveloped vagina	None
Hypoplasia of the vagina	None
Abnormality of the nephron	None
Abnormal nephron morphology	None
Elevated urine pyrophosphate	None
Decreased urinary sulfate	None
Renal hamartoma	None
Oligonephronia	None
Decreased numbers of glomeruli	None
Decreased numbers of nephrons	None
focal glomerulosclerosis	None
Focal and segmental glomerular sclerosis	None
Focal segmental glomerulosclerosis	None
Focal and segmental glomerulosclerosis	None
Renal malrotation	None
Malrotation of the kidney	None
Abnormal rotation of the kidneys	None
Abnormal urine output	None
Female infertility	None
Renal cortical adenoma	None
Kidney cortical adenoma	None
Glucose in urine	None
Glycosuria	None
Glucosuria	None
Precocious puberty with Sertoli cell tumor	None
High urine phosphoethanolamine levels	None
Phosphoethanolaminuria	None
Leucinuria	None
Retrograde ejaculation	None
Rectourethral fistula	None
Urethrorectal fistula	None
Congenital megalourethra	None
Elevated urinary N,N-dimethylglycine level	None
Aseptic leukocyturia	None
Sterile pyuria	None
Vulvar adenocarcinoma	None
Increased level of L-fucose in urine	None
Increased polyhexose concentration in urine	None
Increased urinary polyhexose	None
Congenital nephrotic syndrome	None
Congenital nephrosis	None
Abnormal urinary 3-methylhistidine concentration	None
Leucine crystalluria	None
Labial pseudohypertrophy	None
Multidrug-resistant nephrotic syndrome	None
Ovarian fibroma	None
Decreased urinary 2-oxoglutarate	None
Decreased urine alpha-ketoglutarate concentration	None
Calcium oxalate crystalluria	None
Ureteral obstruction	None
Glutaminuria	None
Hyperglutaminuria	None
3-Methylglutaconic aciduria	None
3-Methylglutaconicaciduria	None
Hemoglobin in urine	None
Hemoglobinuria	None
Abnormal tubular basement membrane morphology	None
Vaginal stricture	None
Abnormal renal physiology	None
Abnormality of renal physiology	None
Abnormal kidney function	None
Abnormal renal function	None
Renal functional abnormality	None
Kidney function issue	None
Nephronophthisis	None
juvenile nephronophthisis	None
Increased concentration of high-mannose-type oligosaccharides in urine	None
Increased urinary high-mannose-type oligosaccharide	None
Bifid clitoris	None
Abnormality of the penis	None
Crossed fused renal ectopia	None
Ectopic kidney with fusion	None
Testicular neoplasia	None
Testicular tumor	None
Testicular cancer	None
Testicular neoplasm	None
Urethral diverticulum	None
Extracapillary hypercellularity	None
Extracapillary glomerular hypercellularity	None
Light or infrequent menstrual periods	None
Oligomenorrhea	None
Renal agenesis	None
Missing kidney	None
Renal aplasia	None
Absent kidney	None
Hyperpigmented genitalia	None
Penile melanosis	None
Increased genital pigmentation	None
Renal cysts	None
Cystic kidney disease	None
Kidney cyst	None
Cystic kidneys	None
Renal cyst	None
Primary hypogonadism	None
Hypergonadotropic hypogonadism	None
Hypergonadotrophic hypogonadism	None
Epignathus	None
Pollakisuria	None
Constant urination	None
Frequent urination	None
Homocystinuria	None
High urine homocystine levels	None
Sacral kidney	None
Pelvic kidney	None
Altman type I sacrococcygeal teratoma	None
Cortical nephrocalcinosis	None
Abnormality of the Leydig cells	None
Testicular dysgenesis	None
Impaired urinary acidification	None
Renal acidification defect	None
Fetal megacystis	None
Abnormal size of the clitoris	None
Abnormal glomerular capillary morphology	None
Persistent urachus	None
Patent urachus	None
Bacteria in urine	None
High urine bacteria	None
Bacteriuria	None
Beta 2-microglobulinuria	None
Renal atrophy	None
Kidney degeneration	None
Organic aciduria	None
Bilirubinuria	None
Abnormality of the menstrual cycle	None
Menstrual abnormalities	None
Hyoplasia of the Leydig cells	None
Polycystic kidney disease	None
Polycystic kidney dysplasia	None
Polycystic kidneys	None
