Inguinal hernia	HP:0000023
Furrowed palms and soles	None
Increased wrinkles of palms and soles	None
Wrinkled skin of hands and feet	None
Palmoplantar cutis laxa	None
Wrinkled palms and soles	None
Excessive wrinkled skin of palms and soles	None
Non-itchy hives	None
Non-pruritic urticaria	None
Telangiectases of the cheeks	None
Telangiectasia on the cheeks	None
Eosinophilic dermatitis	None
Eosinophilic dermal infiltration	None
Abnormal hair pattern	None
Abnormal distribution of hair	None
Hyperhidrosis of palms and soles	None
Palmoplantar hyperhidrosis	None
Excessive sweating of palms and soles	None
Erythematous macule	None
Loose anagen hair	None
Confetti hypopigmentation pattern of lower leg skin	None
Marked hypotrichosis	None
Hypotrichosis	None
Decreased hair growth on body	None
Sparse hair since birth	None
Trichodiscoma	None
Generalized inability to sweat	None
Generalized anhidrosis	None
Increased pigmentation in sun-exposed areas	None
Hyperpigmentation in sun-exposed areas	None
Hyperpigmentation of exposed areas	None
Abnormality of the axillary hair	None
Increased lateral length of eyebrow	None
Laterally extended eyebrows	None
Laterally extended eyebrow	None
Laterally elongated eyebrow	None
Cutaneous leiomyomas	None
Cutaneous leiomyomata	None
Cutaneous leiomyoma	None
Sun sensitivity occurring early in life	None
Early cutaneous photosensitivity	None
Telangiectasia of extensor surfaces	None
Early balding	None
Vein of servelle	None
Lateral venous anomaly	None
Lateral marginal vein of Servelle	None
Decubitus Ulcer	None
Bedsore	None
Pressure ulcer	None
Pressure Sore	None
Yellow nails	None
Flaky paint skin appearance	None
Flaky paint dermatosis	None
Indurated skin	None
Stiff skin	None
Deep palm line	None
Deep palmar crease	None
Deep palmar creases	None
Whitehead	None
Closed comedo	None
Precociously senile appearance	None
Prematurely aged appearance	None
Abnormal hair quantity	None
Abnormality of hair density	None
Digital pitting scar	None
Generalized hypopigmentation of hair	None
Pilonidal abscess	None
Sacrococcygeal fistula	None
Paronychia	None
Abnormality of hair texture	None
Abnormality of hair curl pattern	None
Abnormality of hair consistency	None
Abnormality of hair volume	None
Heliotrope rash of eyelid	None
Mottled pigmentation of photoexposed areas	None
Verrucous papule	None
Papillomatous papule	None
Progressive reticulate hyperpigmentation	None
Congenital symmetrical palmoplantar keratosis	None
Port-wine stain on eyelid	None
Naevus flammeus of the eyelid	None
Itchy skin	None
pruritis	None
Skin itching	None
Pruritus	None
Itching	None
Generalized trichodysplasia	None
Trichodysplasia	None
Pyoderma	None
Pus-filled lesion	None
Low frontal hairline	None
Low-set frontal hairline	None
Low anterior hairline	None
Indurated nodule	None
Absent fifth fingernail	None
Absent nail of fifth finger	None
Serpiginous cutaneous lesion	None
Serpiginous eruption	None
Excessive hairiness	None
Hirsutism	None
Freckles in sun-exposed areas	None
Curly hair	None
Nevus flammeus nuchae	None
Stork bite	None
Angel's kiss	None
Port-wine stain on neck	None
Salmon patch	None
Clumping of elastic fibers in the dermis	None
Thoracic hypertrichosis	None
Itchy feet	None
Itchy foot	None
Pruritus on foot	None
Soft, doughy skin	None
Periorbital wrinkling	None
Periorbital rhytids	None
Periorbital wrinkles	None
Wrinkles around the eyes	None
Excess periorbital skin wrinkling	None
Generalized hypertrichosis	None
Congenital panfollicular nevus	None
Cutaneous melanoma	None
Absence of the palmar creases	None
Aplasia of the palmar creases	None
Absent palm lines	None
Absent palmar crease	None
Abnormality of hair growth	None
Sebaceous adenoma	None
Adenoma sebaceum	None
Sebaceous adenomas	None
Facial angiofibromas	None
Reduced tensile strength of hair	None
Brittle hair	None
Easily breakable hair	None
Fragile hair	None
Fractured hair	None
Abnormal skin morphology	None
Abnormality of skin morphology	None
Abnormal skin structure	None
Palmar hyperkeratosis	None
Adermatoglyphia	None
Frontal balding	None
Male pattern baldness	None
Steatocystoma multiplex	None
Intermittent yellow skin	None
Intermittent yellowing of skin	None
Intermittent icterus	None
Intermittent jaundice	None
Excessive skin wrinkling on dorsum of hands and fingers	None
Excessive skin wrinkling on back of hands and fingers	None
Thickened, discolored skin under nail	None
Subungual hyperkeratosis	None
Anaplastic carcinoma of the skin	None
Merkel cell cancer of the skin	None
Merkel cell skin cancer	None
Neuroendocrine tumor of the skin	None
Cutaneous APUDoma	None
Neuroendocrine carcinoma of the skin	None
Primary small cell carcinoma of the skin	None
Primary undifferentiated carcinoma of the skin	None
Prominent veins	None
Prominent superficial veins	None
Flexural lichenification	None
Upswept frontal hair pattern	None
Upswept frontal hairline	None
Cowlick	None
Upswept frontal hair	None
Frontal upsweep of hair	None
Frontal Cowlick	None
Hidrotic ectodermal dysplasia	None
Long upper eyelashes	None
Ciliary trichomegaly of upper eyelashes	None
Increased length of upper eyelashes	None
Acral blistering	None
Hyperpigmented spots	None
Hypermelanotic macule	None
Hyperpigmented macules	None
Hyperpigmented skin patches	None
Elevated dermal desmosine content	None
Diffuse palmoplantar keratoderma	None
Eyelid nodules	None
Nodular changes affecting the eyelids	None
Stretchable skin	None
Skin hyperelasticity	None
Hyperelastic skin	None
Hyperextensible skin	None
Skin hyperextensibility	None
Mucocutaneous candidiasis	None
Chronic candidiasis of mucosa, skin and nails	None
Chronic mucocutaneous candidiasis	None
Axillary and groin hyperpigmentation and hypopigmentation	None
Premature graying of body hair	None
Maceration of the skin	None
Maceration	None
Skin maceration	None
Increased number of skin folds	None
Onychodystrophy	None
Poor nail formation	None
Nail dystrophy	None
Dystrophic nails	None
Dermatoglyphic ridges abnormal	None
Skin vesicle	None
Blister	None
Hypopigmented streaks	None
Abnormality of lower eyelashes	None
Congenital ichthyosiform erythroderma	None
Ichthyosis, congenital	None
Congenital ichthyosis	None
Molluscoid pseudotumors	None
Molluscoid pseudotumor	None
Annular cutaneous lesion	None
Sebaceous gland carcinoma	None
Sebaceous carcinoma	None
Honeycomb palmoplantar keratoderma	None
Congenital palmoplantar keratosis	None
Frontotemporal hypertrichosis	None
Lumbar hypertrichosis	None
Chronic spontaneous urticaria	None
CSU	None
Chronic idiopathic urticaria	None
CIU	None
Maculopapular exanthema	None
Palmar edema	None
Partial to total absence of eyelashes	None
Sparse to absent eyelashes	None
Sparse or absent eyelashes	None
Hand dimple	None
Hand dimples	None
Absent/small skin	None
Absent/underdeveloped skin	None
Aplasia/Hypoplasia of the skin	None
Preauricular fibroepithelial polyp	None
Preauricular tag	None
Preauricular tags	None
Skin tag in front of the ear	None
Preauricular skin tags	None
Preauricular skin tag	None
Periauricular skin tag	None
Skin tag on the posterior cheek	None
Preauricular acrochordon	None
Ear tag	None
Aplasia cutis congenita of midline scalp vertex	None
sparse-absent scalp hair	None
Scalp hair, thinning	None
Thin scalp hair	None
Sparse scalp hair	None
Sparse, thin scalp hair	None
Hypoplastic nail	None
Nail hypoplasia	None
Small nails	None
Hypoplastic nails	None
Small nail	None
Cold urticaria	None
Disseminated molluscum contagiosum	None
Elevated terminal:vellus ratio	None
Warts	None
Verrucae	None
Skin abnormality	None
dermopathy	None
Abnormality of the skin	None
dermatopathy	None
Lumbosacral hirsutism	None
Laterally curved eyebrow	None
Thin toenail	None
Thin toenails	None
Palmoplantar cutis gyrata	None
Cutis gyrata of palms and soles	None
Hyperpigmented nevi and streak	None
Aplasia cutis congenita of vertex	None
Aplasia cutis congenita over the scalp vertex	None
Absent cutis congenita of vertex	None
Abnormality of the pubic hair	None
Tricholemmoma	None
Trichilemmoma	None
Vaginal pruritus	None
Toenail onycholysis	None
Onycholysis of toenails	None
Detachment of toenails	None
Comedogenic acne	None
Comedonal acne	None
Heliotrope erythema	None
Heliotrope rash	None
Nevus sebaceus	None
Abnormal pigmentation in sun-exposed skin	None
Pigmentation anomalies of sun-exposed skin	None
Plantar crease between first and second toes	None
flaking skin	None
Desquamation	None
peeling skin	None
Scaling skin	None
scaly skin	None
Oral blistering	None
Oral mucosal blisters	None
Blebs of oral mucosa	None
Blisters of mouth	None
Oral mucosa blisters	None
Bullae of oral mucosa	None
Solar urticaria	None
Abnormality of keratinization	None
Epidermal thickening	None
Acanthoma	None
Nail ridging	None
Longitudinal ridging	None
Ridged nails	None
Grooved nails	None
Ridged nail	None
Wrinkled skin of hands and feet in newborn	None
Neonatal wrinkled skin of hands and feet	None
Absent pigmentation of the limbs	None
Beauty mark	None
Melanocytic naevus	None
Nevocellular nevi	None
Noncancerous mole	None
Pigmented nevi	None
Melanocytic nevus	None
Melanocytic nevi	None
Pigmented naevi	None
Xerosis	None
Dry skin	None
Cutaneous sclerotic plaque	None
Caput medusae	None
Palm tree sign	None
Total alopecia	None
Alopecia totalis	None
Telangiectases producing 'marbled' skin	None
Recurrent episodes of impetigo	None
Recurrent cutaneous pyogenic infections	None
Recurrent pyogenic skin infections	None
Recurrent bacterial skin infections	None
Recurrent episodes of infectious dermatitis	None
Freckles in groin region	None
Inguinal freckling	None
Cutaneous myxoma	None
Severe sun sensitivity	None
Severe photosensitivity	None
Lack of skin coloring on chest	None
Absent pigmentation of chest	None
Perioral hyperpigmentation	None
Darkening of skin around the mouth	None
Increased pigmentation around the mouth	None
Umbilicated nodule	None
Multiple plantar creases	None
Split nail	None
Longitudinal splitting of nail	None
Fine, reticulate skin pigmentation	None
Abnormal dermoepidermal hemidesmosome morphology	None
Paramedian lip pit	None
Paramedian labial pits	None
Sensitivity to sunlight	None
Skin photosensitivity	None
Sun sensitivity	None
Photosensitivity	None
Cutaneous photosensitivity	None
Photosensitive skin	None
Photosensitive skin rashes	None
Eccrine syringofibroadenoma	None
Syringofibroadenoma	None
Acrosyringeal adenomatosis	None
Eccrine syringofibroadenomatous hyperplasia	None
Nail bed hemorrhage	None
Abnormality of epidermal morphology	None
White scaly skin	None
White scaling skin	None
Desquamation of skin soon after birth	None
Congenital bullous ichthyosiform erythroderma	None
Bullous congenital ichthyosiform erythroderma	None
Epidermolytic hyperkeratosis	None
Palpable purpura	None
Gottron's papules	None
Gottron papules	None
Pale pigmentation	None
Generalized hypopigmentation	None
Fair skin	None
Nappy hair texture	None
Kinky hair texture	None
Afro-textured hair	None
Woolly hair	None
Kinked hair	None
Localized skin lesion	None
Increased dermatoglyphic whorls	None
Dermal translucency	None
Translucent skin	None
Missing skin on limbs since birth	None
Congenital absence of skin of limbs	None
Trichorrhexis nodosa	None
Hypoplastic dermoepidermal hemidesmosomes	None
Premature graying	None
Premature hair graying	None
Early graying	None
Premature graying of hair	None
Premature greying	None
Premature graying of the hair	None
Broad nail	None
Broad fingernails	None
Wide fingernails	None
Flat wart	None
Verruca plana	None
Perianal abscess	None
Thickening of upper layer of skin	None
Acanthosis	None
Epidermal acanthosis	None
Acanthotic epidermis	None
Hyperconvex thumb nails	None
Tightly curved thumb nail	None
Abnormality of speed of hair growth	None
Abnormality of hair growth rate	None
Abnormality of pace of hair growth	None
Choroid plexus papilloma	None
Pleurisy	None
Inflammation of tissues lining lungs and chest	None
Pleuritis	None
Pulmonary hemangiomas	None
Pulmonary capillary hemangiomatosis	None
Neonatal inspiratory stridor	None
Respiratory tract infection	None
Respiratory infection	None
Respiratory infections	None
Acute respiratory tract infection	None
Recurrent acute respiratory tract infection	None
Bronchomegaly	None
Respiratory distress necessitating mechanical ventilation	None
Respiratory failure requiring assisted ventilation	None
Respiratory distress requiring endotracheal intubation	None
Respiratory distress requiring mechanical ventilation	None
Absent/shortened dynein arms	None
Asthma	None
Bronchial asthma	None
Reactive airway disease	None
Abnormality of pulmonary situs	None
Abnormal pulmonary situs morphology	None
Increased pulmonary vascular resistance	None
Elevated lung artery pressure	None
increased pulmonary artery pressure	None
Elevated pulmonary artery pressure	None
Tracheomegaly	None
Anomalous origin of right pulmonary artery from ascending aorta	None
Intralobar sequestration	None
Bronchitis	None
Early inspiratory crackles	None
Lymphoid interstitial pneumonia	None
Lymphoid interstitial pneumonitis	None
Pulmonary lymphangiectasis	None
Pulmonary lymphangiectasia	None
Alveolar proteinosis	None
Pulmonary hemorrhage	None
Intrapulmonary hemorrhage	None
Pulmonary artery vasoconstriction	None
Underdeveloped lung artery	None
Pulmonary artery hypoplasia	None
Underdeveloped pulmonary artery	None
Laryngotracheal stenosis	None
Snoring symptoms	None
Snores	None
Snoring	None
Snore	None
Tracheal neoplasm	None
Neoplasm of the trachea	None
Abnormality of cricoid cartilage	None
Abnormal cricoid cartilage morphology	None
Unusual breathing patterns	None
Abnormal respiratory patterns	None
Abnormal pattern of respiration	None
Constrictive bronchiolitis	None
Bronchiolitis obliterans	None
Obliterative bronchiolitis	None
Nodular septal thickening on pulmonary HRCT	None
Diffuse alveolar haemorrhage	None
Diffuse alveolar hemorrhage	None
Intercostal retractions	None
Chest retractions	None
Absent central microtubular pair morphology of respiratory motile cilia	None
Crazy paving pattern on pulmonary HRCT	None
Abnormal pulmonary vein morphology	None
Abnormality of the epiglottis	None
Abnormal epiglottis morphology	None
Continuous diaphragm sign	None
Wet lung	None
Pulmonary edema	None
Excess fluid in lungs	None
Pulmonary oedema	None
Lung edema	None
Functional respiratory abnormality	None
Respiratory problem	None
Abnormal respiration	None
Pulmonary artery stenosis	None
Narrowing of lung artery	None
Pulmonary venolobar syndrome	None
Scimitar syndrome	None
Scimitar anomaly	None
Signet ring sign	None
Multiple bilateral pneumothoraces	None
Trouble breathing	None
Dyspnea	None
Respiratory distress, neonatal	None
Neonatal respiratory distress	None
Newborn respiratory distress	None
Infantile respiratory distress	None
Pleuropulmonary blastoma	None
Abnormal blood gas level	None
Coughing up blood	None
Hemoptysis	None
Coughing up blood or blood-stained mucus	None
Haemoptysis	None
Upper respiratory tract issues	None
Abnormality of the upper respiratory tract	None
Absent outer dynein arms	None
Pulmonic infiltration	None
Pulmonary infiltrates	None
Lung infiltrates	None
Hypersensitivity pneumonitis	None
Pulmonary artery sling	None
Abnormality of the pulmonary artery	None
Abnormality of lung artery	None
Hypoplastic lung	None
Pulmonary hypoplasia	None
Small lung	None
Hypoplastic lungs	None
Underdeveloped lung	None
Lung hypoplasia	None
Bronchodysplasia	None
Black lung pattern on pulmonary HRCT	None
Decreased attenuation pattern on pulmonary HRCT	None
Type 3 total anomalous pulmonary venous connection	None
Infracardiac total anomalous pulmonary venous connection	None
Pulmonary situs ambiguus	None
Respiratory distress	None
Short of breath	None
Respiratory difficulties	None
Breathing difficulties	None
Difficulty breathing	None
Shortness of breath	None
Acute bronchitis	None
Alveolar cell carcinoma	None
Abnormal ciliary motility	None
Progressive inspiratory stridor	None
Intermittent episodes of respiratory insufficiency due to muscle weakness	None
Muscle weakness between ribs	None
Intercostal muscle weakness	None
Cardiorespiratory arrest	None
Chronic obstructive airway disease from birth	None
Extralobar sequestration	None
Pleural lymphangiectasia	None
Pulmonary artery atresia	None
Pulmonary atresia	None
Wheezing	None
Upper airway obstruction	None
Intralobular interstitial thickening	None
Tracheal diverticulum	None
Diverticulosis of trachea	None
Oat cell carcinoma of lung	None
Small cell lung carcinoma	None
Small cell lung cancer	None
Oat cell lung cancer	None
Laryngeal calcifications	None
Laryngeal calcification	None
Recurrent bacterial URI	None
Recurrent bacterial upper respiratory tract infections	None
Fibrocystic lung disease	None
Inspiratory crackles	None
Aplasia/Hypoplasia of the Epiglottis	None
Pulmonary paraglioma	None
Abnormality of the pleura	None
Insufficient response to short acting pulmonary vasodilator	None
Ectopic respiratory mucosa	None
Abnormality of the pulmonary vasculature	None
Abnormality of the lung blood vessels	None
Tracheobronchial anomalies	None
Abnormal tracheobronchial morphology	None
Neoplasm of the larynx	None
Laryngeal atresia	None
Nodular pattern on pulmonary HRCT	None
Abnormal blood oxygen level	None
Abnormal blood oxygen levels	None
Abnromal O2 blood concentration	None
Abnormal blood O2 level	None
Recurrent bleeding into lungs	None
Recurrent pulmonary hemorrhage	None
Recurrent intrapulmonary hemorrhage	None
Pulmonary bulla	None
Lithoptysis	None
Abnormal breath sound	None
progressive respiratory failure	None
Respiratory function loss	None
Respiratory insufficiency	None
Respiratory impairment	None
Hypopnea	None
Abnormal respiratory epithelium morphology	None
Pulmonary venous stenosis	None
Pulmonary venoocclusive disease	None
Pulmonary venous occlusion	None
Increased pulmonary artery occlusion pressure	None
Increased pulmonary arterial wedge pressure	None
Increased pulmonary capillary wedge pressure	None
Decreased DLCO	None
Decreased diffusing capacity	None
Bronchial neoplasm	None
Tracheobronchomalacia	None
Paroxysmal sneezing	None
Hypoplastic pulmonary veins	None
Underdeveloped lung veins	None
Decreased forced expiratory flow 25-75%	None
Decreased FEF25-75%	None
Hypercapnia	None
High blood carbon dioxide level	None
Hypercarbia	None
Pulmonary lymphoma	None
Cardiac total anomalous pulmonary venous connection	None
Type 2 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, intracardiac	None
Abnormal respiratory motile cilium morphology	None
Abnormal pulmonary vein physiology	None
Recurrent bronchopulmonary infections	None
Recurrent infections in bronchi and lungs	None
Episodic tachypnea	None
Hyperpnea, episodic	None
Abnormal larynx morphology	None
Respiratory infections in early life	None
Non-small cell lung carcinoma	None
Non-small cell lung cancer	None
Decreased pulmonary function	None
Impaired lung function	None
Decreased lung function	None
Impaired pulmonary function	None
Central hypoventilation	None
Asphyxia neonatorum	None
Neonatal asphyxia	None
Apical pleural thickening	None
Apical cap	None
Apical pulmonary opacity	None
Pleural cyst	None
Decreased post bronchodilator forced expiratory volume in one second	None
Decreased post-bronchodilator forced expiratory volume in one second	None
Decreased postbronchodilator forced expiratory volume in one second	None
Defective lung lobation	None
Lung segmentation defects	None
Abnormal lung lobation	None
Congenital laryngeal stridor	None
Laryngeal stidor	None
Laryngeal stridor	None
Bilateral pulmonary agenesis	None
Bilateral lung agenesis	None
Absent lungs	None
Vocal cord polyp	None
Bronchogenic cyst	None
Shortened inner dynein arms	None
Lung tumor	None
Neoplasm of the lung	None
Lung cancer	None
Bronchial breath sound	None
Mosaic attenuation pattern on pulmonary HRCT	None
Sinusitis, recurrent	None
Recurrent sinus disease	None
Recurrent sinusitis	None
Absent/small lungs	None
Absent/underdeveloped lungs	None
Aplasia/Hypoplasia of the lungs	None
An abnormal reduction in the amount of air a person can forcefully expel in one second.	None
Reduced forced expiratory volume in one second	None
Irregular respiratory rhythm	None
Irregular respiration	None
Usual interstitial pneumonia	None
Scleroderma lung disease	None
Lung disease with systemic sclerosis	None
Scleroderma of lung	None
Bilateral basilar pulmonary fibrosis	None
Abnormal aryepiglottic folds	None
Abnormality of the aryepiglottic fold	None
Immotile cilia	None
Blue discoloration of the skin	None
Cyanosis	None
Laryngeal obstruction	None
Susceptibility to respiratory infections	None
Multiple respiratory infections	None
respiratory infections, recurrent	None
Recurrent respiratory infections	None
Frequent respiratory infections	None
Interstitial pneumonitis	None
Wet cough	None
Productive cough	None
Recurrent bronchiolitis	None
Eosinophilic pulmonary infiltration	None
Pulmonary eosinophilia	None
Pulmonary eosinophilic infiltrate	None
Pulmonary eosinophilic infiltration	None
Pulmonary emphysema	None
Emphysema	None
Missing pulmonary artery	None
Absent pulmonary artery	None
Absent lung artery	None
Expiratory crackles	None
Interstitial lung disease	None
Interstitial pulmonary abnormality	None
Interstitial pulmonary disease	None
Abnormality in area between air sacs in lung	None
Night gasping	None
Abnormality on pulmonary function testing	None
Abnormal pulmonary function test	None
Peripheral pulmonary artery stenosis	None
Peripheral pulmonic stenosis	None
Narrowing of peripheral lung artery	None
peripheral pulmonary stenosis	None
Bilateral trilobed lungs	None
Hypocapnia	None
Hypocarbia	None
Reduced carbon dioxide in the blood	None
Pneumonia	None
Cartilaginous trachea	None
Decreased sensitivity to hypoxaemia	None
Decreased sensitivity to hypoxemia	None
Air crescent sign	None
Partial anomalous pulmonary venous return	None
Partial anomalous pulmonary venous connection	None
Absent respiratory ciliary axoneme radial spokes	None
Parenchymal consolidation	None
Abnormal central microtubular pair morphology of respiratory motile cilia	None
Abnormal pulmonary artery morphology	None
Aspiration pneumonia	None
Subpleural honeycombing	None
Abnormality of respiratory circulation	None
Abnormal pulmonary circulation	None
Abnormality of pulmonary circulation	None
Abnormal sputum	None
Abnormal sputum morphology	None
Tracheal duplication cyst	None
Exertional dyspnea	None
Abnormal response to short acting pulmonary vasodilator	None
Unilateral lung agenesis	None
Unilateral pulmonary agenesis	None
Chronic bronchitis	None
Bronchiolectasia	None
Bronchiolectasis	None
Episodic slow breathing	None
Episodic under breathing	None
Episodic hypoventilation	None
Recurrent aspiration pneumonia	None
Abnormality of the bronchi	None
Abnormal bronchus morphology	None
Laryngeal edema	None
Smooth septal thickening on pulmonary HRCT	None
Recurrent upper and lower respiratory tract infections	None
Abnormal pulmonary thoracic imaging finding	None
Abnormal chest radiograph finding (lung)	None
Tumor of the nasopharynx	None
Neoplasm of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Abnormal tracheal cartilaginous ring	None
Anomalous tracheal cartilage	None
Exudative pleural effusion	None
Extrapulmonary sequestrum	None
Diaphragmatic sequestrum	None
Nasal flaring	None
Hyperoxemia	None
Respiratory muscle weakness	None
Decreased respiratory function due to muscle weakness	None
Respiratory insufficiency due to muscle weakness	None
Decreased lung function due to weak breathing muscles	None
Respiratory failure due to muscle weakness	None
Respiratory distress due to muscle weakness	None
Squamous cell lung carcinoma	None
Absent inner and outer dynein arms	None
Tracheobronchmegaly	None
Desquamative interstitial pneumonitis	None
Squawks	None
COPD	None
Chronic obstructive pulmonary disease	None
Lymphangioleiomyomatosis	None
Pulmonary lymphangiomyomatosis	None
Pulmonary myomatosis	None
Total anomalous pulmonary venous return	None
Total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous drainage	None
Central sleep apnoea	None
Central sleep apnea	None
Ventilator dependence with inability to wean	None
Acute severe asthma	None
Status asthmaticus	None
Decreased circulating IgG1 level	None
Cardiomyocyte inclusion bodies	None
Panhypogammaglobulinemia	None
Panypogammaglobulinemia	None
Increased circulating total IgE level	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Elevated serum IgE	None
Absent specific antibody response	None
Lipogranulomatosis	None
Respiratory complex IV deficiency	None
Decreased activity of mitochondrial complex IV	None
Abnormal cellular phenotype	None
Abnormal chromosome morphology	None
Polyclonal elevation of IgM	None
Increased level of anti-animal protein IgE antibody	None
Increased anti-animal protein IgE antibody level	None
Oligoclonal elevation of circulating IgM	None
Decreased lymphocyte apoptosis	None
Defective lymphocyte apoptosis	None
Abnormality of lysosomal metabolism	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Decreased mitochondrial number	None
Abnormality of glycosaminoglycan metabolism	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T-cell activation	None
Abnormal T lymphocyte activation	None
Immunoglobulin IgG2 deficiency	None
Decreased circulating IgG2 level	None
Reduced IgG2 levels	None
Decreased circulating IgG subclass level	None
Partial absence of specific antibody response to pneumococcus vaccine	None
Complete or near-complete absence of specific antibody response to pneumococcus vaccine	None
Folate-dependent fragile site at Xq28	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Mitochondrial swelling	None
Increased susceptibility to spontaneous sister chromatid exchange	None
Decreased immunoglobulin level	None
Reduced immunoglobulin levels	None
Decreased antibody level in blood	None
Immunoglobulin deficiency	None
Hypogammaglobulinemia	None
Decreased serum immunoglobulin	None
High frequency of chromosome breaks in lymphocytes	None
Chromosome breakage	None
Multiple chromosomal breaks	None
Increased chromosomal breakage	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage rate	None
Abnormal lymphocyte physiology	None
Abnormality of the mitochondrion	None
Mitochondrial abnormalities	None
Abnormal IgG level	None
Defective DNA repair after ultraviolet radiation damage	None
Increased level of anti-drug IgE antibody	None
Increased anti-drug IgE antibody level	None
Lack of T cell function	None
Absent cellular immunity	None
Oligoclonal T cell expansion	None
Increased hepatitis C virus antibody level	None
Oligoclonal elevation of circulating IgG	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Agammaglobulinaemia	None
Agammaglobulinemia	None
Increased activity of mitochondrial respiratory chain	None
Defective interstrand cross-link repair	None
Increased cellular sensitivity to UV light	None
Abnormal cardiomyocyte mitochondrial morphology	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Cardiomyocyte degeneration	None
Profound depletion of T4+ lymphocytes	None
Decreased T cell activation	None
Decreased T lymphocyte activation	None
Decreased T-lymphocyte activation	None
Defective T cell activation	None
Decreased T-cell activation	None
Increased reactive oxygen species production	None
Oxidative stress	None
Increased ROS production	None
Abnormal distribution of cell junction proteins in buccal mucosal cells	None
Increased anti-animal dander IgE antibody level	None
Increased level of anti-dander IgE antibody	None
Cardiomyocyte hypertrophy	None
Myocyte cellular hypertrophy	None
Elevated IgA	None
Increased serum IgA	None
Increased levels of IgA	None
Elevated serum IgA	None
IgA hypergammaglobulinemia	None
Increased circulating IgA level	None
Mitochondrial dysfunction	None
Abnormality of mitochondrial metabolism	None
Decreased plasma free carnitine	None
Heavy-chain paraproteinemia	None
Fibroblast metachromasia	None
Partial absence of specific antibody response to meningococcus vaccine	None
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Abnormal lysosomal morphology	None
Increased circulating IgG4 level	None
Absent natural antibody to blood group agents	None
Absent isohemagglutinin level	None
Intranuclear cardiomyocyte mitochondria	None
Whole-immunoglobulin paraproteinemia	None
Reduced granulocyte CD55 level	None
Monoclonal elevation of intact IgG	None
Decreased IgD	None
Decreased circulating total IgD	None
IgD deficiency	None
True ependymal rosette	None
Rosette	None
IgD hypergammaglobulinemia	None
Increased circulating IgD level	None
Increased serum IgD	None
Elevated serum IgD	None
Increased IgD level	None
Increased levels of IgD	None
Elevated IgD	None
Thin zona pellucida	None
Abnormality of redox activity	None
Monoclonal elevation of IgG light chain	None
IgM heavy chain paraproteinemia	None
Abnormality of chromosome condensation	None
Monoclonal elevation of IgG lambda chain	None
Abnormality of mucopolysaccharide metabolism	None
Newborn gammaglobulin deficiency	None
Transient hypogammaglobulinemia of infancy	None
Flexner-Wintersteiner rosette	None
Chronic decreased circulating total IgG	None
Depressed antibody response to polysaccharide antigens	None
Specific anti-polysaccharide antibody deficiency	None
Abnormal mitochondria in muscle tissue	None
Abnormal mitochondria in muscle	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Radiation-induced chromosome instability	None
Increased circulating IgG1 level	None
Abnormal cardiomyocyte plakoglobin staining	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Oligoclonal elevation of circulating IgE	None
Light-chain paraproteinemia	None
Abnormal lymphocyte apoptosis	None
Increased anti-egg IgE antibody level	None
Increased anti-parasite IgE antibody level	None
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Curvilinear profiles ultrastructurally	None
'Curvilinear profiles' ultrastructurally in cells	None
Intracellular curvilinear profiles on ultrastructural analysis	None
'curvilinear profiles' ultrastructurally	None
Abnormal T cell proliferation	None
Increased mitochondrial number	None
Deficiency of delayed skin hypersensitivity	None
Reduced delayed hypersensitivity	None
Impaired delayed hypersensitivity	None
Decreased reactivity to skin test antigens	None
Mitochondrial depletion	None
Premature chromatid separation	None
Specific pneumococcal antibody deficiency	None
Decreased circulating total IgG	None
Reduced cell surface marker level	None
Cardiomyocyte mitochondrial proliferation	None
Abnormality of DNA repair	None
Deficiency of N-acetylglucosamine-1-phosphotransferase	None
Abnormality of cell physiology	None
Abnormal cellular physiology	None
Abnormal immunoglobulin concentration	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal serum level of immunoglobulin	None
Increased anti-food allergen IgE antibody level	None
Increased level of anti-food allergen IgE antibody	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Abnormal buccal mucosa cell morphology	None
Abnormality of T cell physiology	None
Chromosomal breakage induced by mitomycin C	None
Chromosomal breakage induced by diepoxybutane	None
Chromosomal breakage induced by crosslinking agents	None
