Inguinal hernia	HP:0000023
Thinning and bulging of occipital bone over the transverse sinuses	None
Elevated imprint of posterior skull bones over the transverse sinuses	None
Thinning and bulging of posterior skull bones over the transverse sinuses	None
Elevated imprint of occipital bone over the transverse sinuses	None
Elevated imprint of the transverse sinuses	None
Aplasia of the proximal phalanges of the toes	None
Absent innermost toe bones	None
Small first rib	None
Hypoplastic first rib	None
Hypoplastic first ribs	None
Hypoplasia of first ribs	None
Underdeveloped first rib	None
Loss of bladder control	None
Bladder incontinence	None
Urinary incontinence	None
Bone pain	None
Arthritic pain	None
Arthralgia	None
Joint pain	None
Arthralgias	None
Joint pains	None
Muscle pain	None
Myalgias	None
Myalgia	None
Muscle ache	None
Back pain	None
Low back pain	None
Lower back pain	None
Muscle pain, exercise-induced	None
Muscle pain on exercise	None
Exercise-induced myalgia	None
Muscle pain with exercise	None
Exercise-induced muscle pain	None
Arthralgia/arthritis	None
Joint pain/Joint inflammation	None
Costochondral pain	None
Costochondral junction pain	None
Pain in extremities	None
Limb pain	None
Stress urinary incontinence	None
Sciatica	None
Fatigue	None
Tiredness	None
Malaise	None
Tired	None
Episodic fatigue	None
Chronic fatigue	None
Chronic extreme exhaustion	None
Upper limb pain	None
Leg pain	None
Lower limb pain	None
Pain	None
Long-lasting pain	None
Chronic pain	None
Allodynia	None
Constitutional symptom	None
Chills	None
Shivering	None
Shuddering	None
Rigors	None
Foot pain	None
Asthenia	None
Scrotal pain	None
Flank pain	None
Kidney pain	None
Night sweats	None
Nocturnal hyperhidrosis	None
Pain in the ear	None
Ear pain	None
Otalgia	None
Painful tongue	None
Tongue pain	None
Neck pain	None
Shoulder pain	None
Elbow pain	None
Wrist pain	None
Finger pain	None
Hip pain	None
Knee pain	None
Pain under knee cap	None
Ankle pain	None
Toe pain	None
Eye movement-induced pain	None
Vulvar pain	None
Vulvodynia	None
Exercise-induced fatigue	None
Postexertional fatigue	None
Postexertional malaise	None
Exercise-induced malaise	None
Impairment of activities of daily living	None
Impaired ability to bathe oneself	None
Impaired ability to dress oneself	None
Impaired toileting ability	None
Impaired transferring ability	None
Impaired feeding ability	None
Impaired continence	None
Hot flashes	None
Chest tightness	None
Tightness in chest	None
Groin pain	None
Calf muscle pain	None
Calf myalgia	None
Gastrocnemius myalgia	None
Wilson sign	None
Precordial pain	None
Foetor hepaticus	None
Fetor hepaticus	None
Erythromelalgia	None
Episodic pain	None
Breakthrough pain	None
Paroxysmal rectal pain	None
Bladder pain	None
Tendon pain	None
Jaw pain	None
Thoracic pain	None
Chest pain	None
Death of body tissue due to lack of blood flow or infection	None
Gangrene	None
Halitosis	None
Foetor ex ore	None
Bad breath	None
Lower jaw pain	None
Mandibular pain	None
Ocular pain	None
Eye pain	None
Epigastrium pain	None
Epigastric pain	None
Fishy odor	None
Fish odor	None
Fish odour	None
Fishy body odor	None
Musty odour	None
Musty odor	None
Vaginal fish odour	None
Vaginal fish odor	None
Body odor	None
Bromhidrosis	None
BO	None
Osmidrosis	None
Body odour	None
Bromidrosis	None
Anal pain	None
Rectal pain	None
Vocal cord paresis in severe cases	None
Hoarse voice due to vocal cord paresis	None
Weakness of the vocal cords	None
Vocal cord paresis	None
Inability to move vocal cords	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Abnormality of the voice	None
Voice abnormality	None
Husky voice	None
Hoarse voice	None
Hoarseness	None
Hypernasal voice	None
Hypernasal speech	None
Nasal voice	None
Nasal speech	None
Weak cry	None
Hoarse cry	None
Inability to produce voice sounds	None
Dysphonia	None
High pitched voice	None
High-pitched voice	None
Soft voice	None
Hypophonia	None
Weak voice	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Unilateral vocal cord paralysis	None
Unilateral paralysis of the vocal cord	None
Speech articulation difficulties	None
Abnormally low-pitched voice	None
Laryngeal dystonia	None
Spasmodic dysphonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Abnormal speech prosody	None
Monotonic speech	None
Increased pitch variability of speech	None
Vocal cord dysfunction	None
Hyponasal speech	None
cri de chat-associated cry	None
Cat cry	None
cat-like cry	None
Pneumomediastinum	None
Abnormality of the mediastinum	None
Abnormality of the thoracic cavity	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Fragmented elastic fibers in the dermis	None
Sparse facial hair	None
Vitiligo	None
Blotchy loss of skin color	None
Abnormal palmar dermal ridges	None
Telangiectases of the cheeks	None
Telangiectasia on the cheeks	None
Darkening of the forehead	None
Forehead hyperpigmentation	None
Hairline peak	None
Hairline point	None
V-shaped frontal hairline	None
Widow's peak	None
Anagen effluvium	None
Interdigital loops	None
High posterior hairline	None
High hairline at back of head	None
Underdeveloped major sweat glands	None
Hypoplasia of the eccrine sweat glands	None
Persistence of fingerpads	None
Prominent finger pads	None
Persistent fetal fingertip pads	None
Prominent fingertip pads	None
Mixed hypo- and hyperpigmentation of the skin	None
Minimal subcutaneous fat	None
Minimal fat below the skin	None
Heliotrope rash of eyelid	None
Peripheral Schwannoma	None
Morbilliform rash	None
Introversion of eyelashes	None
Trichiasis	None
Ingrown eyelashes	None
Trichiasis of eyelid eyelashes	None
Spider veins of the mouth	None
Angioectasias of the mouth	None
Spider veins of the oral cavity	None
Oral cavity teleangiectasia	None
Angioectasias of the oral cavity	None
Oral cavity telangiectasia	None
Perifollicular erythema	None
Spontaneous hematomas	None
Hyperkeratosis, generalized	None
Generalized hyperkeratosis	None
Eyelid nodules	None
Nodular changes affecting the eyelids	None
Dystrophic thickened nails	None
Onychogryposis	None
Thick nail	None
Thickened nails	None
Monobrow	None
Synophris	None
Unibrow	None
Synophrys	None
Hair loss	None
Alopecia	None
Plantar hyperkeratoses	None
Plantar hyperkeratosis	None
Reticulate hyperpigmentation	None
Reticular hyperpigmentation	None
Basal cell nevus	None
Basal cell epithelioma	None
Basal cell carcinomas	None
Basalioma	None
Basal cell carcinoma	None
Vasculitis in the skin	None
Cutaneous vasculitis	None
Xanthomatosis	None
Yellow bumps of fatty deposits on skin	None
Xanthomata	None
Fibrofolliculomas	None
Fibrofolliculoma	None
Uncombable hair	None
Punctate palmar hyperkeratosis	None
Pointed hairline at front of head	None
Pointed frontal hairline	None
Sydney crease	None
Occasional neurofibromas	None
Hyperpigmented nodule	None
Cutaneous sclerotic plaque	None
Skin fragility with non-scarring blistering	None
Missing skin on limbs since birth	None
Congenital absence of skin of limbs	None
Epidermoid cysts	None
Skin cyst	None
Epidermal cyst	None
Epidermoid cyst	None
Sebaceous cyst	None
Epidermal inclusion cyst	None
Keratin cyst	None
Infundibular cyst	None
Progressive vitiligo	None
Ash-leaf spot	None
Atypical scarring	None
Atypical scarring of skin	None
Ragged cuticle	None
Aplasia of the sweat glands	None
Absent sweat glands	None
Lack of sweat glands	None
Squamous Papilloma	None
Candida overgrowth syndrome	None
Chronic intestinal candidiasis	None
Partial double eyebrow	None
Partial duplication of eyebrows	None
Abnormality of hair texture	None
Abnormality of hair curl pattern	None
Abnormality of hair consistency	None
Abnormality of hair volume	None
Yellow subcutaneous tissue covered by thin, scaly skin	None
Dystrophic toenails	None
Dystrophic toenail	None
Dystrophic toenail changes	None
Poor toenail formation	None
Palate telangiectases	None
Palate telangiectasia	None
Telangiectasia of the roof of the mouth	None
Palate teleangiectases	None
Spider veins of the roof of the mouth	None
Palatal angioectasia	None
Palatal telangiectasia	None
Palatal spider veins	None
Flattened rete pegs	None
Flattened rete ridges	None
Rete ridge flattening	None
Irregular hyperpigmentation	None
Narrow nail	None
Congenital panfollicular nevus	None
Trichorrhexis nodosa	None
Bilateral single transverse palmar creases	None
Telangiectases in sun-exposed and nonexposed skin	None
Linear hyperpigmentation	None
Absence of part of skin at birth	None
Congenital scars	None
Congenital absence of skin	None
Aplasia cutis congenita	None
Cutis aplasia	None
Hyperconvex toenail	None
Linear IgA deposits along the epidermal basement membrane zone	None
Central nail canal	None
Median nail dystrophy	None
Preauricular fibroepithelial polyp	None
Preauricular tag	None
Preauricular tags	None
Skin tag in front of the ear	None
Preauricular skin tags	None
Preauricular skin tag	None
Periauricular skin tag	None
Skin tag on the posterior cheek	None
Preauricular acrochordon	None
Ear tag	None
Umbilicated nodule	None
Chronic oral candidiasis	None
Chronic oral thrush	None
Abnormality of hair pigmentation	None
Abnormality of hair color	None
Abnormal dermoepidermal junction morphology	None
Orthokeratotic hyperkeratosis	None
Angiokeratoma corporis diffusum	None
Fabry syndrome	None
Superficial spreading melanoma	None
Sun allergy	None
Polymorphous light eruption	None
Absent fifth toenail	None
Missing fifth toenail	None
Upswept frontal hair pattern	None
Upswept frontal hairline	None
Cowlick	None
Upswept frontal hair	None
Frontal upsweep of hair	None
Frontal Cowlick	None
Palmoplantar psoriasis	None
Palmoplantar scaling skin	None
Linear IgG deposits along the epidermal basement membrane zone	None
Short eyelashes	None
Decreased length of eyelashes	None
Cold urticaria	None
Palmoplantar hyperkeratosis	None
Hyperkeratosis of palms and soles	None
Palmoplantar keratosis	None
Thick palms and soles	None
Palmoplantar keratoses	None
Thickened palms and soles	None
Thickening of the outer layer of the skin of the palms and soles	None
Hyperkeratosis of the palms and soles	None
Retinal telangiectasia	None
Three rows of eyelashes	None
Triple row of eyelashes	None
Erythema nodosum	None
Sparse anterior scalp hair	None
Thin scalp hair at front of head	None
Sparse scalp hair at front of head	None
Absent skin pigmentation	None
Lack of skin coloration	None
Oral blistering	None
Oral mucosal blisters	None
Blebs of oral mucosa	None
Blisters of mouth	None
Oral mucosa blisters	None
Bullae of oral mucosa	None
Lentigo maligna melanoma	None
Lymphocytoma cutis	None
Spiegler-Fendt sarcoid	None
Skin pseudolymphoma	None
Onychodystrophy	None
Poor nail formation	None
Nail dystrophy	None
Dystrophic nails	None
Underdeveloped fingernail of little finger	None
Hypoplastic fifth fingernail	None
Underdeveloped fingernail of pinkie finger	None
Underdeveloped fingernail of pinky finger	None
Underdeveloped fifth fingernail	None
Anhidrotic ectodermal dysplasia	None
Abnormality of the pubic hair	None
Inflammatory skin disease	None
Inflammatory abnormality of the skin	None
Dermatitis	None
Skin inflammation	None
Abnormal tendency to infections of the skin	None
Pyoderma gangrenosum	None
Subungual hyperkeratotic fragments	None
Two rows of eyelashes	None
Double row of eyelashes	None
Extra rows of eyelashes	None
Multiple rows of eyelashes	None
Diffuse palmoplantar keratoderma	None
Naevus	None
Nevus	None
Nevi	None
Mole	None
Naevi	None
Warts	None
Verrucae	None
Acanthosis nigricans	None
Darkened and thickened skin	None
Keratosis nigricans	None
Prominent scalp veins	None
Curly hair	None
Abnormal perifollicular morphology	None
Erythema chronicum migrans	None
Erythema migrans	None
Steatocystoma multiplex	None
Pyoderma	None
Pus-filled lesion	None
Porokeratosis	None
Solar urticaria	None
Depigmented eyelashes	None
Blonde eyelashes	None
Grey eyelashes	None
Pale eyelashes	None
White eyelashes	None
Skin laxity	None
Dermatomegaly	None
Cutis laxa	None
Hanging skin	None
Hypoelastic skin	None
Inelastic skin	None
Lax skin	None
Generalized elastolysis	None
Cutaneous laxity	None
Dermatochalasia	None
Loose and inelastic skin	None
Elastolysis	None
Chalazoderma	None
Loose skin	None
Aplasia of the fingernail	None
Absent fingernail	None
Anonychia of fingernails	None
Excessive face hair	None
Facial hirsutism	None
Eruptive vellus hair cyst	None
Atypical mole	None
Atypical nevus	None
Dysplastic Nevus	None
Axillary freckling	None
Nail ridging	None
Longitudinal ridging	None
Ridged nails	None
Grooved nails	None
Ridged nail	None
Parakeratosis	None
Abnormality of epidermal morphology	None
Erythematous macule	None
Epidermal nevus	None
Epidermal nevi	None
Frontotemporal hypertrichosis	None
Invasive dermatophyte infection	None
Lichenification	None
Mucocutaneous candidiasis	None
Chronic candidiasis of mucosa, skin and nails	None
Chronic mucocutaneous candidiasis	None
Perioral hyperpigmentation	None
Darkening of skin around the mouth	None
Increased pigmentation around the mouth	None
Dense eyebrow	None
Prominent eyebrows	None
Bushy eyebrows	None
Hypertrichosis of the eyebrow	None
Hypertrichosis of the eyebrows	None
Thick eyebrow	None
Heavy eyebrows	None
Thick eyebrows	None
Premature graying	None
Premature hair graying	None
Early graying	None
Premature graying of hair	None
Premature greying	None
Premature graying of the hair	None
Onycholysis	None
Oncholysis	None
Detachment of nail	None
Anaplastic carcinoma of the skin	None
Merkel cell cancer of the skin	None
Merkel cell skin cancer	None
Neuroendocrine tumor of the skin	None
Cutaneous APUDoma	None
Neuroendocrine carcinoma of the skin	None
Primary small cell carcinoma of the skin	None
Primary undifferentiated carcinoma of the skin	None
Carbuncle	None
Broad eyebrows	None
Broad eyebrow	None
Increased vertical height of eyebrow	None
Flared eyebrow	None
Flared eyebrows	None
Increased vertical width of eyebrow	None
Increased vertical thickness of eyebrow	None
Dilatation of the superficial abdominal veins	None
Dilated superficial abdominal veins	None
Pyramidal skinfold extending from the base to the top of the nails	None
Myxoid subcutaneous tumors	None
Skin abnormality	None
dermopathy	None
Abnormality of the skin	None
dermatopathy	None
Orthokeratosis	None
Frontal balding	None
Male pattern baldness	None
Red scaly skin caused by inflammatory skin disease	None
Erythroderma	None
Generalized erythroderma	None
Exfoliative dermititis	None
Generalized erythrodermia	None
Eczema	None
Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes	None
Adermatoglyphia	None
Partial absence of upper eyelashes	None
Sparse upper eyelashes	None
Hypotrichosis of upper eyelashes	None
Vascular abnormalities restricted to skin	None
Vascular skin abnormality	None
Skin vascular malformation	None
Prominent superficial vasculature	None
Prominent superficial blood vessels	None
Ingrown nail	None
Stretchable skin	None
Skin hyperelasticity	None
Hyperelastic skin	None
Hyperextensible skin	None
Skin hyperextensibility	None
Hypoplastic fifth toenail	None
Underdeveloped fifth toenail	None
Small fifth toenail	None
Hypergranulosis	None
Molluscoid pseudotumors	None
Molluscoid pseudotumor	None
Generalized papillary lesions	None
Kinky scalp hair texture	None
Afro-textured scalp hair	None
Nappy scalp hair texture	None
Woolly scalp hair	None
Mottled pigmentation of photoexposed areas	None
Cutaneous mastocytosis	None
Low frontal hairline	None
Low-set frontal hairline	None
Low anterior hairline	None
Hyperconvex thumb nails	None
Tightly curved thumb nail	None
Shagreen patch	None
Abnormality of hairline at back of head	None
Abnormality of the posterior hairline	None
Cylindroma	None
Proximal scleroderma	None
Ichthyosis follicularis	None
Double eyebrow	None
Duplication of eyebrow	None
Ectopic cilia of eyelid	None
Dysplastic fingernails	None
Fingernail dysplasia	None
Abnormal fingernail development	None
Paraspinal neurofibromas	None
Absent/small nails	None
Nail aplasia/hypoplasia	None
Aplasia/Hypoplasia of the nails	None
Absent/hypoplastic nails	None
Absent/underdeveloped nails	None
Melanoderma	None
Patchy darkened skin	None
Skin hyperpigmentation	None
Cutaneous hyperpigmentation	None
Hyperpigmentation of the skin	None
Melanodermia	None
Hyperpigmented lesion	None
Increased skin pigmentation	None
Medial thinning of eyebrow	None
Sparse medial eyebrow	None
Streaks of hyperkeratosis along each finger onto the palm	None
Atrophic, patchy alopecia	None
Thick skin around nails	None
Circumungual hyperkeratosis	None
Chronic spontaneous urticaria	None
CSU	None
Chronic idiopathic urticaria	None
CIU	None
Macular hypopigmented whorls, streaks, and patches	None
Eruptive xanthomas	None
Tendon xanthomatosis	None
Tendon xanthomas	None
Prominent veins on trunk	None
Toenail onycholysis	None
Onycholysis of toenails	None
Detachment of toenails	None
Poor fingernail formation	None
Dystrophic fingernails	None
Pruritis on abdomen	None
Hypertrophy of skin of soles	None
Thick skin of soles	None
Pits at the corners of the lips	None
Commissural labial pits	None
Commissural lip pit	None
Lip pits at corners of the mouth	None
Commissural pit	None
High frontal hairline	None
High anterior hairline	None
Absent facial hair	None
Hyperpigmented streaks	None
Papilloma	None
Skin dimples	None
Skin dimple	None
Open comedo	None
Blackhead	None
Punctate vasculitis skin lesions	None
Eccrine syringofibroadenoma	None
Syringofibroadenoma	None
Acrosyringeal adenomatosis	None
Eccrine syringofibroadenomatous hyperplasia	None
Disseminated cutaneous warts	None
Increased fat below the skin in trunk	None
Increased subcutaneous truncal adipose tissue	None
Precociously senile appearance	None
Prematurely aged appearance	None
Telangiectases producing 'marbled' skin	None
Genital warts	None
Increased number of elastic fibers in the dermis	None
Lack of facial subcutaneous fat	None
Lack of facial fat below the skin	None
Palmar neurofibromas	None
Few cafe-au-lait spots	None
Aspiration	None
Pulmonary aspiration	None
Intermittent hyperpnea at rest	None
Anomalous origin of one pulmonary artery from ascending aorta	None
Hemitruncus	None
Intraalveolar nodular calcifications	None
Bilateral trilobed lungs	None
Cardiorespiratory arrest	None
Recurrent bronchitis	None
Bronchitis, recurrent	None
Sneeze	None
Pulmonary bulla	None
Stridor	None
Noisy breathing	None
Intermittent episodes of respiratory insufficiency due to muscle weakness	None
Tracheal neoplasm	None
Neoplasm of the trachea	None
Interstitial pneumonitis	None
Unilateral lung agenesis	None
Unilateral pulmonary agenesis	None
Transient pulmonary infiltrates	None
Lymphangioleiomyomatosis	None
Pulmonary lymphangiomyomatosis	None
Pulmonary myomatosis	None
Decreased forced vital capacity	None
Reduced FVC	None
Reduced forced vital capacity	None
Cardiac total anomalous pulmonary venous connection	None
Type 2 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, intracardiac	None
Abnormal bronchus physiology	None
Abnormality of the vocal cords	None
Abnormal vocal cord morphology	None
Recurrent aspiration pneumonia	None
Recurrent upper and lower respiratory tract infections	None
Interstitial lung disease	None
Interstitial pulmonary abnormality	None
Interstitial pulmonary disease	None
Abnormality in area between air sacs in lung	None
Bronchopulmonary sequestration	None
Eosinophilic pulmonary infiltration	None
Pulmonary eosinophilia	None
Pulmonary eosinophilic infiltrate	None
Pulmonary eosinophilic infiltration	None
Bronchogenic cyst	None
Decreased peak expiratory flow	None
Nodular pattern on pulmonary HRCT	None
Late inspiratory crackles	None
Respiratory paralysis	None
Abnormal blood gas level	None
Abnormal blood oxygen level	None
Abnormal blood oxygen levels	None
Abnromal O2 blood concentration	None
Abnormal blood O2 level	None
Abnormal blood carbon dioxide level	None
Abnormal CO2 levels in blood	None
Tachypnea	None
Polypnea	None
Increased respiratory rate or depth of breathing	None
Scleroderma lung disease	None
Lung disease with systemic sclerosis	None
Scleroderma of lung	None
Bilateral basilar pulmonary fibrosis	None
Night gasping	None
Episodic difficulty breathing	None
Episodic respiratory distress	None
respiratory distress, episodic	None
Absent lung vessels	None
Agenesis of pulmonary vessels	None
Mosaic attenuation pattern on pulmonary HRCT	None
Tracheal duplication cyst	None
Aplasia/Hypoplasia of the Epiglottis	None
Obstructive deficit on pulmonary function testing	None
Obstructive deficit on pulmonary function test	None
Reduced FEV1/FVC ratio	None
Dynein arm defect of respiratory motile cilia	None
Early inspiratory crackles	None
Whooping cough	None
Abnormal aryepiglottic folds	None
Abnormality of the aryepiglottic fold	None
Aplasia of the epiglottis	None
Absent epiglottis	None
Pulmonary lymphoma	None
Transudative pleural effusion	None
Recurrent infections due to aspiration	None
Abnormality of the bronchi	None
Abnormal bronchus morphology	None
Absent/small lungs	None
Absent/underdeveloped lungs	None
Aplasia/Hypoplasia of the lungs	None
Pulmonary arterial atherosclerosis	None
Abnormal respiratory motile cilium morphology	None
Defective lung lobation	None
Lung segmentation defects	None
Abnormal lung lobation	None
Hypoplastic lung	None
Pulmonary hypoplasia	None
Small lung	None
Hypoplastic lungs	None
Underdeveloped lung	None
Lung hypoplasia	None
Pulmonary artery aneurysm	None
Reticulonodular pattern on pulmonary HRCT	None
Circumoral cyanosis	None
Lung fibroma	None
Intralobular interstitial thickening	None
Respiratory distress necessitating mechanical ventilation	None
Respiratory failure requiring assisted ventilation	None
Respiratory distress requiring endotracheal intubation	None
Respiratory distress requiring mechanical ventilation	None
Central apnea	None
Central apnoea	None
Chronic bronchitis	None
Apneic episodes in infancy	None
Tracheobronchial leiomyomatosis	None
Subpleural interstitial thickening	None
Ventilator dependence with inability to wean	None
Peripheral pulmonary vessel aplasia	None
Laryngeal cyst	None
Central hypoventilation	None
Pulmonary artery vasoconstriction	None
Intrapulmonary shunting	None
Intrapulmonary shunt	None
Respiratory insufficiency due to defective ciliary clearance	None
Neoplasm of the respiratory system	None
Respiratory system tumor	None
Decreased postbronchodilator forced vital capacity	None
Decreased post bronchodilator forced vital capacity	None
Decreased post-bronchodilator forced vital capacity	None
Acrocyanosis	None
Persistent blue color of hands, feet, or parts of face	None
Pulmonary pneumatocoele	None
Pulmonary pneumatocele	None
Anteroposteriorly shortened larynx	None
Intercostal retractions	None
Chest retractions	None
Elevated lung artery pressure	None
increased pulmonary artery pressure	None
Elevated pulmonary artery pressure	None
Lithoptysis	None
Exudative pleural effusion	None
Ground-glass opacification on pulmonary HRCT	None
Hiccups	None
Recurrent hiccup	None
Hiccup	None
Recurrent singultus	None
Recurrent synchronous diaphragmatic flutter	None
Recurrent hiccough	None
Congenital bronchial atresia	None
Bronchial atresia	None
Pulmonary venous stenosis	None
Pulmonary venoocclusive disease	None
Pulmonary venous occlusion	None
Neonatal pneumothorax	None
Spontaneous neonatal pneumothorax	None
Reduced vital capacity	None
Decreased vital capacity	None
Abnormal larynx physiology	None
Abnormal saccharine test	None
Impaired nasal mucociliary clearance	None
Exertional dyspnea	None
Inspiratory crackles	None
Cough	None
Coughing	None
Paradoxical breathing	None
Flail chest	None
Paradoxical respiration	None
Extrapulmonary sequestrum	None
Diaphragmatic sequestrum	None
Blue discoloration of the skin	None
Cyanosis	None
Hypoplastic larynx	None
Laryngeal hypoplasia	None
Peribronchovascular interstitial thickening	None
Pleural mesothelioma	None
Pulmonary granulomatosis	None
Increased pulmonary vascular resistance	None
Abnormality of cricoid cartilage	None
Abnormal cricoid cartilage morphology	None
Nonproductive cough	None
Dry cough	None
Dry coughing	None
Pulmonary arterial hypertension	None
Pulmonary artery hypertension	None
Increased blood pressure in blood vessels of lungs	None
Primary pulmonary hypertension	None
Primary pulmonary dysgenesis, unilateral	None
Unilateral primary pulmonary dysgenesis	None
Ciliary dyskinesia	None
Tracheobronchmegaly	None
Respiratory distress, neonatal	None
Neonatal respiratory distress	None
Newborn respiratory distress	None
Infantile respiratory distress	None
Sinusitis, recurrent	None
Recurrent sinus disease	None
Recurrent sinusitis	None
Abnormal pulmonary vein morphology	None
Tumor of the nasopharynx	None
Neoplasm of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Repeated pneumothorax	None
Repeated pneumothoraces	None
Pulmonary venolobar syndrome	None
Scimitar syndrome	None
Scimitar anomaly	None
Type 3 total anomalous pulmonary venous connection	None
Infracardiac total anomalous pulmonary venous connection	None
Anomalous pulmonary venous return	None
Acute infectious pneumonia	None
Decreased forced expiratory flow 25-75%	None
Decreased FEF25-75%	None
Congenital cystic disease of the lung	None
CCAM	None
Cystic adenomatoid lung disease	None
Congenital cystic adenomatoid malformation of the lung	None
Episodic slow breathing	None
Episodic under breathing	None
Episodic hypoventilation	None
Recurrent sinus and lung infections	None
Chronic sinopulmonary infection	None
Recurrent sinopulmonary infections	None
Cartilaginous trachea	None
Absent outer dynein arms	None
Abnormal pulmonary lymphatics	None
Rapid breathing	None
Hyperventilation	None
Decreased DLCO	None
Decreased diffusing capacity	None
Missing pulmonary artery	None
Absent pulmonary artery	None
Absent lung artery	None
Partial anomalous pulmonary venous return	None
Partial anomalous pulmonary venous connection	None
Neoplasm of the paranasal sinuses	None
Tumor of the paranasal sinuses	None
Paranasal sinus neoplasm	None
Cystic pattern on pulmonary HRCT	None
Chronic lung disease	None
Pulmonary situs ambiguus	None
Intralobar sequestration	None
Abnormality of pulmonary situs	None
Abnormal pulmonary situs morphology	None
Abnormality of the pulmonary artery	None
Abnormality of lung artery	None
Pulmonary bleb	None
Usual interstitial pneumonia	None
Asthma	None
Bronchial asthma	None
Reactive airway disease	None
Abnormal pulmonary thoracic imaging finding	None
Abnormal chest radiograph finding (lung)	None
Progressive inspiratory stridor	None
COPD	None
Chronic obstructive pulmonary disease	None
Irregular septal thickening on pulmonary HRCT	None
Apical pleural thickening	None
Apical cap	None
Apical pulmonary opacity	None
Increased pulmonary artery occlusion pressure	None
Increased pulmonary arterial wedge pressure	None
Increased pulmonary capillary wedge pressure	None
Bowing of the vocal cords	None
Central sleep apnoea	None
Central sleep apnea	None
Absent respiratory ciliary axoneme radial spokes	None
Tracheobronchomalacia	None
Laryngotracheal stenosis	None
Bronchial breath sound	None
Peripheral pulmonary artery stenosis	None
Peripheral pulmonic stenosis	None
Narrowing of peripheral lung artery	None
peripheral pulmonary stenosis	None
Respiratory arrest	None
Breathing cessation	None
Aspiration pneumonia	None
Upper respiratory tract issues	None
Abnormality of the upper respiratory tract	None
Absent central microtubular pair morphology of respiratory motile cilia	None
Abnormal ciliary motility	None
Sleep apnea	None
Sleep apnoea	None
Pauses in breathing while sleeping	None
Oat cell carcinoma of lung	None
Small cell lung carcinoma	None
Small cell lung cancer	None
Oat cell lung cancer	None
Decreased sensitivity to hypoxaemia	None
Decreased sensitivity to hypoxemia	None
Recurrent streptococcus pneumoniae infections	None
Respiratory muscle weakness	None
Decreased respiratory function due to muscle weakness	None
Respiratory insufficiency due to muscle weakness	None
Decreased lung function due to weak breathing muscles	None
Respiratory failure due to muscle weakness	None
Respiratory distress due to muscle weakness	None
Fibrocystic lung disease	None
Underdeveloped lung artery	None
Pulmonary artery hypoplasia	None
Underdeveloped pulmonary artery	None
Pulmonary chondroma	None
Pulmonary situs ambiguus with bilateral morphologic right lungs	None
Abnormality of the pulmonary veins	None
Abnormality of lung veins	None
Pleuropulmonary blastoma	None
Abnormal respiratory epithelium morphology	None
Pharyngitis, recurrent	None
Recurrent sore throat	None
Recurrent pharyngitis	None
Pneumonia, recurrent	None
Pulmonary infection	None
Recurrent pulmonary infections	None
Pneumonia, recurrent episodes	None
Recurrent pneumonia	None
Pulmonary infections	None
pulmonary infections, recurrent	None
Multiple pulmonary infections	None
Pleural rub	None
Centrilobular groundglass opacity	None
Centrilobular groundglass opacification	None
Centrilobular ground-glass opacification on pulmonary HRCT	None
Supracardiac total anomalous pulmonary venous connection	None
Type 1 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, supracardiac	None
Hypertrophy of the pulmonary artery wall	None
Pulmonary arterial medial hypertrophy	None
Susceptibility to respiratory infections	None
Multiple respiratory infections	None
respiratory infections, recurrent	None
Recurrent respiratory infections	None
Frequent respiratory infections	None
Laryngeal obstruction	None
Honeycomb lung	None
Expiratory crackles	None
Tracheomalacia	None
Floppy windpipe	None
Tumor of the nose	None
Nose cancer	None
Neoplasm of the nose	None
Nasal neoplasm	None
Nasal tumor	None
Neoplasia of the nose	None
Paroxysmal sneezing	None
Tracheal diverticulum	None
Diverticulosis of trachea	None
Wet lung	None
Pulmonary edema	None
Excess fluid in lungs	None
Pulmonary oedema	None
Lung edema	None
Oxygen desaturation on exertion	None
O2 desaturation on exertion	None
Anomalous origin of right pulmonary artery from ascending aorta	None
Lower respiratory tract infections	None
Recurrent chest infections	None
Recurrent lower respiratory tract infections	None
Chronic lung infections	None
Pulmonary cyst	None
Lung cyst	None
Abnormally shaped lung	None
Abnormality of the lungs	None
Abnormal lung morphology	None
Unusal lung shape	None
Abnormality of lung morphology	None
Lung disease	None
Bronchodysplasia	None
Abnormal axonemal organization of respiratory motile cilia	None
Hypoxemia	None
Low blood oxygen level	None
Abnormal nasal mucus secretion	None
Tracheal disease	None
Abnormality of the trachea	None
Abnormal trachea morphology	None
Absent inner dynein arms	None
Recurrent bacterial URI	None
Recurrent bacterial upper respiratory tract infections	None
Shortened outer dynein arms	None
Recurrent bronchopulmonary infections	None
Recurrent infections in bronchi and lungs	None
Abnormal central microtubular pair morphology of respiratory motile cilia	None
Bilateral pulmonary agenesis	None
Bilateral lung agenesis	None
